#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
咬		<span class="tone3">yǎo</span>	<ol><li>to bite</li><li>to nip</li></ol>			
也好		<span class="tone3">yě</span> <span class="tone3">hǎo</span>	<ol><li>that's fine</li><li>may as well</li><li>(reduplicated) regardless of whether ... or ...</li></ol>			
业务	業務	<span class="tone4">yè</span> <span class="tone4">wù</span>	<ol><li>business</li><li>professional work</li><li>service</li></ol>	项|項(<span class="tone4">xiàng</span>)		
夜间	夜間	<span class="tone4">yè</span> <span class="tone1">jiān</span>	<ol><li>nighttime</li><li>evening or night (e.g. classes)</li></ol>			
一流		<span class="tone1">yī</span> <span class="tone2">liú</span>	<ol><li>top quality</li><li>front ranking</li></ol>			
依法		<span class="tone1">yī</span> <span class="tone3">fǎ</span>	<ol><li>legal (proceedings)</li><li>according to law</li></ol>			
依旧	依舊	<span class="tone1">yī</span> <span class="tone4">jiù</span>	<ol><li>as before; still</li></ol>			
依据	依據	<span class="tone1">yī</span> <span class="tone4">jù</span>	<ol><li>according to</li><li>basis</li><li>foundation</li></ol>			
依照		<span class="tone1">yī</span> <span class="tone4">zhào</span>	<ol><li>according to; in light of</li></ol>			
一辈子	一輩子	<span class="tone1">yī</span> <span class="tone4">bèi</span> <span class="tone5">zi</span>	<ol><li>(for) a lifetime</li></ol>			
一带	一帶	<span class="tone1">yī</span> <span class="tone4">dài</span>	<ol><li>region; area</li></ol>			
一旦		<span class="tone1">yī</span> <span class="tone4">dàn</span>	<ol><li>in case (sth happens)</li><li>if</li><li>once (sth happens, then...)</li><li>when</li><li>in a short time</li><li>in one day</li></ol>			
一句话	一句話	<span class="tone1">yī</span> <span class="tone4">jù</span> <span class="tone4">huà</span>	<ol><li>in a word; in short</li></ol>			
一路		<span class="tone1">yī</span> <span class="tone4">lù</span>	<ol><li>the whole journey</li><li>all the way</li><li>going the same way</li><li>going in the same direction</li><li>of the same kind</li></ol>			
一下儿	一下兒	<span class="tone1">yī</span> <span class="tone4">xiàr</span>	<ol><li>erhua variant of 一下</li></ol>			
一下子		<span class="tone1">yī</span> <span class="tone4">xià</span> <span class="tone5">zi</span>	<ol><li>in a short while</li><li>all at once</li><li>all of a sudden</li></ol>			
一向		<span class="tone1">yī</span> <span class="tone4">xiàng</span>	<ol><li>a period of time in the recent past</li><li>(indicating a period of time up to the present) all along; the whole time</li></ol>			
乙		<span class="tone3">yǐ</span>	<ol><li>second of the ten Heavenly Stems 十天干</li><li>second in order</li><li>letter "B" or Roman "II" in list "A, B, C", or "I, II, III" etc</li><li>second party (in legal contract, usually 乙方, as opposed to 甲方)</li><li>ethyl</li><li>bent</li><li>winding</li><li>radical in Chinese characters (Kangxi radical 5)</li><li>ancient Chinese compass point: 105°</li></ol>			<span class="nobr">已</span>
乙		<span class="tone2">zhé</span>	<ol><li>turning stroke (in Chinese characters), aka 折</li></ol>			<span class="nobr">折</span>
以便		<span class="tone3">yǐ</span> <span class="tone4">biàn</span>	<ol><li>so that</li><li>so as to</li><li>in order to</li></ol>			
以往		<span class="tone3">yǐ</span> <span class="tone3">wǎng</span>	<ol><li>in the past; formerly</li></ol>			
一口气	一口氣	<span class="tone1">yī</span> <span class="tone3">kǒu</span> <span class="tone4">qì</span>	<ol><li>one breath</li><li>in one breath</li><li>at a stretch</li></ol>			
一身		<span class="tone1">yī</span> <span class="tone1">shēn</span>	<ol><li>whole body</li><li>from head to toe</li><li>single person</li><li>a suit of clothes</li></ol>			
意识	意識	<span class="tone4">yì</span> <span class="tone2">shí</span>	<ol><li>consciousness</li><li>awareness</li><li>to be aware</li><li>to realize</li></ol>			
意味着	意味著	<span class="tone4">yì</span> <span class="tone4">wèi</span> <span class="tone5">zhe</span>	<ol><li>to signify</li><li>to mean</li><li>to imply</li></ol>			
意志		<span class="tone4">yì</span> <span class="tone4">zhì</span>	<ol><li>will; willpower; determination</li></ol>			
因而		<span class="tone1">yīn</span> <span class="tone2">ér</span>	<ol><li>therefore</li><li>as a result</li><li>thus</li><li>and as a result, ...</li></ol>			
饮料	飲料	<span class="tone3">yǐn</span> <span class="tone4">liào</span>	<ol><li>drink</li><li>beverage</li></ol>			
饮食	飲食	<span class="tone3">yǐn</span> <span class="tone2">shí</span>	<ol><li>eating and drinking</li><li>food and drink; diet</li></ol>			
印刷		<span class="tone4">yìn</span> <span class="tone1">shuā</span>	<ol><li>to print</li><li>printing</li></ol>			
硬		<span class="tone4">yìng</span>	<ol><li>hard; stiff; solid</li><li>(fig.) strong; firm</li><li>resolutely; uncompromisingly</li><li>laboriously; with great difficulty</li><li>good (quality); able (person)</li><li>(of food) filling; substantial</li></ol>			<span class="nobr">应</span>
硬件		<span class="tone4">yìng</span> <span class="tone4">jiàn</span>	<ol><li>hardware</li></ol>			
拥抱	擁抱	<span class="tone1">yōng</span> <span class="tone4">bào</span>	<ol><li>to embrace</li><li>to hug</li></ol>			
拥有	擁有	<span class="tone1">yōng</span> <span class="tone3">yǒu</span>	<ol><li>to have; to possess</li></ol>			
用不着	用不著	<span class="tone4">yòng</span> <span class="tone5">bu</span> <span class="tone2">zháo</span>	<ol><li>not need</li><li>have no use for</li></ol>			
用户	用戶	<span class="tone4">yòng</span> <span class="tone4">hù</span>	<ol><li>user</li><li>consumer</li><li>subscriber</li><li>customer</li></ol>			
用来	用來	<span class="tone4">yòng</span> <span class="tone2">lái</span>	<ol><li>to be used for</li></ol>			
用于	用於	<span class="tone4">yòng</span> <span class="tone2">yú</span>	<ol><li>to use in; to use on; to use for</li></ol>			
优惠	優惠	<span class="tone1">yōu</span> <span class="tone4">huì</span>	<ol><li>privilege</li><li>favorable (terms)</li><li>preferential (treatment)</li><li>discount (price)</li></ol>			
优先	優先	<span class="tone1">yōu</span> <span class="tone1">xiān</span>	<ol><li>to have priority; to take precedence</li></ol>			
幽默		<span class="tone1">yōu</span> <span class="tone4">mò</span>	<ol><li>(loanword) humor</li><li>humorous</li></ol>			
尤其		<span class="tone2">yóu</span> <span class="tone2">qí</span>	<ol><li>especially; particularly</li></ol>			
由此		<span class="tone2">yóu</span> <span class="tone3">cǐ</span>	<ol><li>hereby</li><li>from this</li></ol>			
犹豫	猶豫	<span class="tone2">yóu</span> <span class="tone4">yù</span>	<ol><li>to hesitate</li></ol>			
游泳池		<span class="tone2">yóu</span> <span class="tone3">yǒng</span> <span class="tone2">chí</span>	<ol><li>swimming pool</li></ol>	场|場(<span class="tone3">chǎng</span>)		
友谊	友誼	<span class="tone3">yǒu</span> <span class="tone4">yì</span>	<ol><li>companionship</li><li>fellowship</li><li>friendship</li></ol>			
有毒		<span class="tone3">yǒu</span> <span class="tone2">dú</span>	<ol><li>poisonous</li></ol>			
有害		<span class="tone3">yǒu</span> <span class="tone4">hài</span>	<ol><li>destructive</li><li>harmful</li><li>damaging</li></ol>			
有力		<span class="tone3">yǒu</span> <span class="tone4">lì</span>	<ol><li>powerful</li><li>forceful</li><li>vigorous</li></ol>			<span class="nobr">有利</span>
有利于	有利於	<span class="tone3">yǒu</span> <span class="tone4">lì</span> <span class="tone2">yú</span>	<ol><li>to be advantageous to; to be beneficial for</li></ol>			
有着	有著	<span class="tone3">yǒu</span> <span class="tone5">zhe</span>	<ol><li>to have</li><li>to possess</li></ol>			
羽毛球		<span class="tone3">yǔ</span> <span class="tone2">máo</span> <span class="tone2">qiú</span>	<ol><li>badminton</li><li>shuttlecock</li></ol>			
羽绒服	羽絨服	<span class="tone3">yǔ</span> <span class="tone2">róng</span> <span class="tone2">fú</span>	<ol><li>down-filled garment</li></ol>			
雨水		<span class="tone3">yǔ</span> <span class="tone3">shuǐ</span>	<ol><li>rainwater; rainfall; rain</li></ol>			
雨水		<span class="tone3">Yǔ</span> <span class="tone3">shuǐ</span>	<ol><li>Yushui or Rain Water, 2nd of the 24 solar terms 二十四節氣｜二十四节气 19th February-5th March</li></ol>			
预备	預備	<span class="tone4">yù</span> <span class="tone4">bèi</span>	<ol><li>to prepare</li><li>to make ready</li><li>preparation</li><li>preparatory</li></ol>			
预期	預期	<span class="tone4">yù</span> <span class="tone1">qī</span>	<ol><li>to expect</li><li>to anticipate</li></ol>			
元旦		<span class="tone2">yuán</span> <span class="tone4">dàn</span>	<ol><li>New Year's Day</li></ol>			
园林	園林	<span class="tone2">yuán</span> <span class="tone2">lín</span>	<ol><li>gardens; park; landscape garden</li></ol>			
原理		<span class="tone2">yuán</span> <span class="tone3">lǐ</span>	<ol><li>principle</li><li>theory</li></ol>			
原始		<span class="tone2">yuán</span> <span class="tone3">shǐ</span>	<ol><li>first</li><li>original</li><li>primitive</li><li>original (document etc)</li></ol>			
原先		<span class="tone2">yuán</span> <span class="tone1">xiān</span>	<ol><li>originally</li><li>original</li><li>former</li></ol>			
原有		<span class="tone2">yuán</span> <span class="tone3">yǒu</span>	<ol><li>original</li><li>former</li></ol>			
远处	遠處	<span class="tone3">yuǎn</span> <span class="tone4">chù</span>	<ol><li>distant place</li></ol>			
怨		<span class="tone4">yuàn</span>	<ol><li>to blame</li><li>(bound form) resentment; hatred; grudge</li></ol>			<span class="nobr">院</span>
愿	願	<span class="tone4">yuàn</span>	<ol><li>(bound form) wish; hope; desire</li><li>to be willing</li><li>to wish (that sth may happen); may ...</li><li>vow; pledge</li></ol>			<span class="nobr">怨</span> <span class="nobr">院</span>
愿		<span class="tone4">yuàn</span>	<ol><li>honest and prudent</li></ol>			<span class="nobr">怨</span> <span class="nobr">院</span>
约束	約束	<span class="tone1">yuē</span> <span class="tone4">shù</span>	<ol><li>to restrict</li><li>to limit to</li><li>to constrain</li><li>restriction</li><li>constraint</li></ol>			
月饼	月餅	<span class="tone4">yuè</span> <span class="tone3">bǐng</span>	<ol><li>mooncake (esp. for the Mid-Autumn Festival)</li></ol>			
月球		<span class="tone4">yuè</span> <span class="tone2">qiú</span>	<ol><li>the moon</li></ol>			
阅览室	閱覽室	<span class="tone4">yuè</span> <span class="tone3">lǎn</span> <span class="tone4">shì</span>	<ol><li>reading room</li></ol>	间|間(<span class="tone1">jiān</span>)		
运	運	<span class="tone4">yùn</span>	<ol><li>to move</li><li>to transport</li><li>to use</li><li>to apply</li><li>fortune</li><li>luck</li><li>fate</li></ol>			
运行	運行	<span class="tone4">yùn</span> <span class="tone2">xíng</span>	<ol><li>(of celestial bodies etc) to move along one's course</li><li>(fig.) to function; to be in operation</li><li>(of a train service etc) to operate; to run</li><li>(of a computer) to run</li></ol>			
灾	災	<span class="tone1">zāi</span>	<ol><li>disaster; calamity</li></ol>			
灾	菑	<span class="tone1">zāi</span>	<ol><li>old variant of 災｜灾</li></ol>			
灾害	災害	<span class="tone1">zāi</span> <span class="tone4">hài</span>	<ol><li>calamity</li><li>disaster</li></ol>	个|個(<span class="tone4">gè</span>)		
灾难	災難	<span class="tone1">zāi</span> <span class="tone4">nàn</span>	<ol><li>disaster; catastrophe</li></ol>			
灾区	災區	<span class="tone1">zāi</span> <span class="tone1">qū</span>	<ol><li>disaster area</li><li>stricken region</li></ol>			
再次		<span class="tone4">zài</span> <span class="tone4">cì</span>	<ol><li>once more; once again</li></ol>			
再也		<span class="tone4">zài</span> <span class="tone3">yě</span>	<ol><li>(not) any more</li></ol>			
在场	在場	<span class="tone4">zài</span> <span class="tone3">chǎng</span>	<ol><li>to be present</li><li>to be on the scene</li></ol>			
在内	在內	<span class="tone4">zài</span> <span class="tone4">nèi</span>	<ol><li>(included) in it</li><li>among them</li></ol>			
暂时	暫時	<span class="tone4">zàn</span> <span class="tone2">shí</span>	<ol><li>temporary; provisional; for the time being</li></ol>			
暂停	暫停	<span class="tone4">zàn</span> <span class="tone2">tíng</span>	<ol><li>to suspend</li><li>time-out (e.g. in sports)</li><li>stoppage</li><li>pause (media player)</li></ol>			
糟		<span class="tone1">zāo</span>	<ol><li>dregs</li><li>draff</li><li>pickled in wine</li><li>rotten</li><li>messy</li><li>ruined</li></ol>			
糟糕		<span class="tone1">zāo</span> <span class="tone1">gāo</span>	<ol><li>too bad</li><li>how terrible</li><li>what bad luck</li><li>terrible</li><li>bad</li></ol>			
早期		<span class="tone3">zǎo</span> <span class="tone1">qī</span>	<ol><li>early period; early phase; early stage</li></ol>			
增		<span class="tone1">zēng</span>	<ol><li>(bound form) to increase; to augment; to add to</li></ol>			<span class="nobr">曾</span>
增产	增產	<span class="tone1">zēng</span> <span class="tone3">chǎn</span>	<ol><li>to increase production</li></ol>			
增大		<span class="tone1">zēng</span> <span class="tone4">dà</span>	<ol><li>to enlarge</li><li>to amplify</li><li>to magnify</li></ol>			
增多		<span class="tone1">zēng</span> <span class="tone1">duō</span>	<ol><li>to increase</li><li>to grow in number</li></ol>			
增强	增強	<span class="tone1">zēng</span> <span class="tone2">qiáng</span>	<ol><li>to increase</li><li>to strengthen</li></ol>			
赠	贈	<span class="tone4">zèng</span>	<ol><li>to give as a present</li><li>to repel</li><li>to bestow an honorary title after death (old)</li></ol>			
赠送	贈送	<span class="tone4">zèng</span> <span class="tone4">sòng</span>	<ol><li>to present as a gift</li></ol>			
摘		<span class="tone1">zhāi</span>	<ol><li>to take; to pick (flowers, fruit etc); to pluck; to remove; to take off (glasses, hat etc)</li><li>to select; to pick out</li><li>to borrow money at a time of urgent need</li></ol>			
展览	展覽	<span class="tone3">zhǎn</span> <span class="tone3">lǎn</span>	<ol><li>to put on display</li><li>to exhibit</li><li>exhibition</li><li>show</li></ol>	个|個(<span class="tone4">gè</span>), 次(<span class="tone4">cì</span>)		
展示		<span class="tone3">zhǎn</span> <span class="tone4">shì</span>	<ol><li>to reveal; to display; to show; to exhibit</li></ol>			
展现	展現	<span class="tone3">zhǎn</span> <span class="tone4">xiàn</span>	<ol><li>to unfold before one's eyes; to emerge; to reveal; to display</li></ol>			
占领	佔領	<span class="tone4">zhàn</span> <span class="tone3">lǐng</span>	<ol><li>to capture; to seize; to occupy by force</li></ol>			
占有	佔有	<span class="tone4">zhàn</span> <span class="tone3">yǒu</span>	<ol><li>to have</li><li>to own</li><li>to hold</li><li>to occupy</li><li>to possess</li><li>to account for (a high proportion etc)</li></ol>			
涨	漲	<span class="tone3">zhǎng</span>	<ol><li>to rise (of prices, rivers)</li></ol>			<span class="nobr">长</span>
涨	漲	<span class="tone4">zhàng</span>	<ol><li>to swell</li><li>to distend</li></ol>			
涨价	漲價	<span class="tone3">zhǎng</span> <span class="tone4">jià</span>	<ol><li>to appreciate (in value)</li><li>to increase in price</li></ol>			
掌握		<span class="tone3">zhǎng</span> <span class="tone4">wò</span>	<ol><li>to grasp (often fig.)</li><li>to control</li><li>to seize (initiative, opportunity, destiny)</li><li>to master</li><li>to know well</li><li>to understand sth well and know how to use it</li><li>fluency</li></ol>			
招生		<span class="tone1">zhāo</span> <span class="tone1">shēng</span>	<ol><li>to enroll new students</li><li>to get students</li></ol>			
招手		<span class="tone1">zhāo</span> <span class="tone3">shǒu</span>	<ol><li>to wave</li><li>to beckon</li></ol>			
珍贵	珍貴	<span class="tone1">zhēn</span> <span class="tone4">guì</span>	<ol><li>precious</li></ol>			
珍惜		<span class="tone1">zhēn</span> <span class="tone1">xī</span>	<ol><li>to treasure</li><li>to value</li><li>to cherish</li></ol>			
珍珠		<span class="tone1">zhēn</span> <span class="tone1">zhū</span>	<ol><li>pearl</li></ol>	颗|顆(<span class="tone1">kē</span>)		
真诚	真誠	<span class="tone1">zhēn</span> <span class="tone2">chéng</span>	<ol><li>sincere; genuine; true</li></ol>			
真理		<span class="tone1">zhēn</span> <span class="tone3">lǐ</span>	<ol><li>truth</li></ol>	个|個(<span class="tone4">gè</span>)		
真相		<span class="tone1">zhēn</span> <span class="tone4">xiàng</span>	<ol><li>the truth about sth; the actual facts</li></ol>			
诊断	診斷	<span class="tone3">zhěn</span> <span class="tone4">duàn</span>	<ol><li>to diagnose</li></ol>			
振动	振動	<span class="tone4">zhèn</span> <span class="tone4">dòng</span>	<ol><li>to vibrate</li><li>to shake</li><li>vibration</li></ol>			
震惊	震驚	<span class="tone4">zhèn</span> <span class="tone1">jīng</span>	<ol><li>to shock</li><li>to astonish</li></ol>			
争议	爭議	<span class="tone1">zhēng</span> <span class="tone4">yì</span>	<ol><li>controversy</li><li>dispute</li><li>to dispute</li></ol>			
正版		<span class="tone4">zhèng</span> <span class="tone3">bǎn</span>	<ol><li>genuine</li><li>legal</li></ol>			
正规	正規	<span class="tone4">zhèng</span> <span class="tone1">guī</span>	<ol><li>regular</li><li>according to standards</li></ol>			
正如		<span class="tone4">zhèng</span> <span class="tone2">rú</span>	<ol><li>just as</li><li>precisely as</li></ol>			
正义	正義	<span class="tone4">zhèng</span> <span class="tone4">yì</span>	<ol><li>justice</li><li>righteousness</li><li>just</li><li>righteous</li></ol>			
证实	證實	<span class="tone4">zhèng</span> <span class="tone2">shí</span>	<ol><li>to confirm (sth to be true)</li><li>to verify</li></ol>			
证书	證書	<span class="tone4">zhèng</span> <span class="tone1">shū</span>	<ol><li>credentials</li><li>certificate</li></ol>			
挣	掙	<span class="tone4">zhèng</span>	<ol><li>to struggle to get free</li><li>to strive to acquire</li><li>to make (money)</li></ol>			<span class="nobr">正</span> <span class="nobr">证</span>
挣	掙	<span class="tone1">zhēng</span>	<ol><li>used in 掙扎｜挣扎</li></ol>			<span class="nobr">争</span> <span class="nobr">正</span>
挣钱	掙錢	<span class="tone4">zhèng</span> <span class="tone2">qián</span>	<ol><li>to make money</li></ol>			
之内	之內	<span class="tone1">zhī</span> <span class="tone4">nèi</span>	<ol><li>inside; within</li></ol>			
之外		<span class="tone1">zhī</span> <span class="tone4">wài</span>	<ol><li>outside</li><li>excluding</li></ol>			
之下		<span class="tone1">zhī</span> <span class="tone4">xià</span>	<ol><li>under</li><li>beneath</li><li>less than</li></ol>			
之中		<span class="tone1">zhī</span> <span class="tone1">zhōng</span>	<ol><li>inside</li><li>among</li><li>in the midst of (doing sth)</li><li>during</li></ol>			
支出		<span class="tone1">zhī</span> <span class="tone1">chū</span>	<ol><li>to spend; to pay out</li><li>expenses; expenditure</li></ol>			
支配		<span class="tone1">zhī</span> <span class="tone4">pèi</span>	<ol><li>to control</li><li>to dominate</li><li>to allocate</li></ol>			
执行	執行	<span class="tone2">zhí</span> <span class="tone2">xíng</span>	<ol><li>to implement</li><li>to carry out</li><li>to execute</li><li>to run</li></ol>			
直线	直線	<span class="tone2">zhí</span> <span class="tone4">xiàn</span>	<ol><li>straight line</li><li>sharply (rise or fall)</li></ol>			
值班		<span class="tone2">zhí</span> <span class="tone1">bān</span>	<ol><li>to work a shift</li><li>on duty</li></ol>			
职能	職能	<span class="tone2">zhí</span> <span class="tone2">néng</span>	<ol><li>function</li><li>role</li></ol>			
职位	職位	<span class="tone2">zhí</span> <span class="tone4">wèi</span>	<ol><li>position; post; job</li></ol>			
职务	職務	<span class="tone2">zhí</span> <span class="tone4">wù</span>	<ol><li>post</li><li>position</li><li>job</li><li>duties</li></ol>			<span class="nobr">植物</span>
只不过	只不過	<span class="tone3">zhǐ</span> <span class="tone5">bu</span> <span class="tone4">guò</span>	<ol><li>only</li><li>merely</li><li>nothing but</li><li>no more than</li><li>it's just that ...</li></ol>			
只见	只見	<span class="tone3">zhǐ</span> <span class="tone4">jiàn</span>	<ol><li>to see (the same thing) over and over again</li><li>to see, to one's surprise, (sth happen suddenly)</li></ol>			
指标	指標	<span class="tone3">zhǐ</span> <span class="tone1">biāo</span>	<ol><li>(production) target; quota</li><li>index; indicator</li><li>sign; signpost</li><li>(computing) pointer</li></ol>			
指甲		<span class="tone3">zhǐ</span> <span class="tone5">jia</span>	<ol><li>fingernail</li></ol>			
指示		<span class="tone3">zhǐ</span> <span class="tone4">shì</span>	<ol><li>to point out</li><li>to indicate</li><li>to instruct</li><li>directives</li><li>instructions</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">只是</span>
指责	指責	<span class="tone3">zhǐ</span> <span class="tone2">zé</span>	<ol><li>to criticize</li><li>to find fault with</li><li>to denounce</li></ol>			
至		<span class="tone4">zhì</span>	<ol><li>to arrive</li><li>most</li><li>to</li><li>until</li></ol>			<span class="nobr">治</span>
制成	製成	<span class="tone4">zhì</span> <span class="tone2">chéng</span>	<ol><li>to manufacture</li><li>to turn out (a product)</li></ol>			
制约	制約	<span class="tone4">zhì</span> <span class="tone1">yuē</span>	<ol><li>to restrict</li><li>condition</li></ol>			
治安		<span class="tone4">zhì</span> <span class="tone1">ān</span>	<ol><li>law and order</li><li>public security</li></ol>			
治理		<span class="tone4">zhì</span> <span class="tone3">lǐ</span>	<ol><li>to govern</li><li>to administer</li><li>to manage</li><li>to control</li><li>governance</li></ol>			
中断	中斷	<span class="tone1">zhōng</span> <span class="tone4">duàn</span>	<ol><li>to cut short</li><li>to break off</li><li>to discontinue</li><li>to interrupt</li></ol>			
中秋节	中秋節	<span class="tone1">Zhōng</span> <span class="tone1">qiū</span> <span class="tone2">jié</span>	<ol><li>the Mid-Autumn Festival on 15th of 8th lunar month</li></ol>			
中央		<span class="tone1">zhōng</span> <span class="tone1">yāng</span>	<ol><li>central</li><li>middle</li><li>center</li><li>central authorities (of a state)</li></ol>			
中药	中藥	<span class="tone1">zhōng</span> <span class="tone4">yào</span>	<ol><li>traditional Chinese medicine</li></ol>	服(<span class="tone4">fù</span>), 种|種(<span class="tone3">zhǒng</span>)		
终点	終點	<span class="tone1">zhōng</span> <span class="tone3">diǎn</span>	<ol><li>the end</li><li>end point</li><li>finishing line (in a race)</li><li>destination</li><li>terminus</li></ol>	个|個(<span class="tone4">gè</span>)		
终身	終身	<span class="tone1">zhōng</span> <span class="tone1">shēn</span>	<ol><li>lifelong</li><li>all one's life</li><li>marriage</li></ol>			
终止	終止	<span class="tone1">zhōng</span> <span class="tone3">zhǐ</span>	<ol><li>to stop; to terminate</li></ol>			
中毒		<span class="tone4">zhòng</span> <span class="tone2">dú</span>	<ol><li>to be poisoned</li></ol>			
众多	眾多	<span class="tone4">zhòng</span> <span class="tone1">duō</span>	<ol><li>numerous</li></ol>			
周期	週期	<span class="tone1">zhōu</span> <span class="tone1">qī</span>	<ol><li>period</li><li>cycle</li></ol>			
竹子		<span class="tone2">zhú</span> <span class="tone5">zi</span>	<ol><li>bamboo</li></ol>	棵(<span class="tone1">kē</span>), 支(<span class="tone1">zhī</span>), 根(<span class="tone1">gēn</span>)		
主办	主辦	<span class="tone3">zhǔ</span> <span class="tone4">bàn</span>	<ol><li>to organize</li><li>to host (a conference or sports event)</li></ol>			
主导	主導	<span class="tone3">zhǔ</span> <span class="tone3">dǎo</span>	<ol><li>leading</li><li>dominant</li><li>prevailing</li><li>to lead</li><li>to direct</li><li>to dominate</li></ol>			
主观	主觀	<span class="tone3">zhǔ</span> <span class="tone1">guān</span>	<ol><li>subjective</li></ol>			
主管		<span class="tone3">zhǔ</span> <span class="tone3">guǎn</span>	<ol><li>in charge</li><li>responsible for</li><li>person in charge</li><li>manager</li></ol>			
主体	主體	<span class="tone3">zhǔ</span> <span class="tone3">tǐ</span>	<ol><li>main part</li><li>bulk</li><li>body</li><li>subject</li><li>agent</li></ol>			
助理		<span class="tone4">zhù</span> <span class="tone3">lǐ</span>	<ol><li>assistant</li></ol>			
助手		<span class="tone4">zhù</span> <span class="tone3">shǒu</span>	<ol><li>assistant; helper</li></ol>			
注册	註冊	<span class="tone4">zhù</span> <span class="tone4">cè</span>	<ol><li>to register</li><li>to enroll</li></ol>			
注射		<span class="tone4">zhù</span> <span class="tone4">shè</span>	<ol><li>injection</li><li>to inject</li></ol>			
注视	注視	<span class="tone4">zhù</span> <span class="tone4">shì</span>	<ol><li>to look attentively at; to closely watch; to gaze at</li></ol>			
注重		<span class="tone4">zhù</span> <span class="tone4">zhòng</span>	<ol><li>to pay attention to</li><li>to emphasize</li></ol>			
祝贺	祝賀	<span class="tone4">zhù</span> <span class="tone4">hè</span>	<ol><li>to congratulate</li><li>congratulations</li></ol>	个|個(<span class="tone4">gè</span>)		
专辑	專輯	<span class="tone1">zhuān</span> <span class="tone2">jí</span>	<ol><li>album</li><li>record (music)</li><li>special collection of printed or broadcast material</li></ol>			
专利	專利	<span class="tone1">zhuān</span> <span class="tone4">lì</span>	<ol><li>patent</li><li>sth uniquely enjoyed (or possessed etc) by a certain group of people</li><li>monopoly</li></ol>			
转化	轉化	<span class="tone3">zhuǎnhuà</span>	<ol><li>to change; to turn; to convert</li><li>(genetics) to transform</li><li>(chemistry) isomerization</li></ol>			
转换	轉換	<span class="tone3">zhuǎn</span> <span class="tone4">huàn</span>	<ol><li>to change</li><li>to switch</li><li>to convert</li><li>to transform</li></ol>			
转让	轉讓	<span class="tone3">zhuǎn</span> <span class="tone4">ràng</span>	<ol><li>to transfer (ownership, rights etc)</li></ol>			
转向	轉向	<span class="tone3">zhuǎn</span> <span class="tone4">xiàng</span>	<ol><li>to change direction</li><li>fig. to change one's stance</li></ol>			
转向	轉向	<span class="tone4">zhuàn</span> <span class="tone4">xiàng</span>	<ol><li>to get lost</li><li>to lose one's way</li></ol>			
装饰	裝飾	<span class="tone1">zhuāng</span> <span class="tone4">shì</span>	<ol><li>to decorate</li><li>decoration</li><li>decorative</li><li>ornamental</li></ol>			
撞		<span class="tone4">zhuàng</span>	<ol><li>to knock against</li><li>to bump into</li><li>to run into</li><li>to meet by accident</li></ol>			
资本	資本	<span class="tone1">zī</span> <span class="tone3">běn</span>	<ol><li>capital (economics)</li></ol>			
资产	資產	<span class="tone1">zī</span> <span class="tone3">chǎn</span>	<ol><li>property</li><li>assets</li></ol>			
资助	資助	<span class="tone1">zī</span> <span class="tone4">zhù</span>	<ol><li>to subsidize</li><li>to provide financial aid</li><li>subsidy</li></ol>			
子弹	子彈	<span class="tone3">zǐ</span> <span class="tone4">dàn</span>	<ol><li>bullet</li></ol>	粒(<span class="tone4">lì</span>), 颗|顆(<span class="tone1">kē</span>), 发|發(<span class="tone1">fā</span>)		
仔细	仔細	<span class="tone3">zǐ</span> <span class="tone4">xì</span>	<ol><li>careful; attentive; cautious</li><li>to be careful; to look out</li></ol>			
紫		<span class="tone3">zǐ</span>	<ol><li>purple</li><li>violet</li></ol>			
自豪		<span class="tone4">zì</span> <span class="tone2">háo</span>	<ol><li>proud (of one's achievements etc)</li></ol>			
自杀	自殺	<span class="tone4">zì</span> <span class="tone1">shā</span>	<ol><li>to kill oneself</li><li>to commit suicide</li><li>to attempt suicide</li></ol>			
自愿	自願	<span class="tone4">zì</span> <span class="tone4">yuàn</span>	<ol><li>voluntary</li></ol>			
总裁	總裁	<span class="tone3">zǒng</span> <span class="tone2">cái</span>	<ol><li>chairman</li><li>director-general (of a company etc)</li></ol>			
总数	總數	<span class="tone3">zǒng</span> <span class="tone4">shù</span>	<ol><li>total</li><li>sum</li><li>aggregate</li></ol>			
总算	總算	<span class="tone3">zǒng</span> <span class="tone4">suàn</span>	<ol><li>at long last</li><li>finally</li><li>on the whole</li></ol>			
总体	總體	<span class="tone3">zǒng</span> <span class="tone3">tǐ</span>	<ol><li>completely</li><li>totally</li><li>total</li><li>entire</li><li>overall</li><li>population (statistics)</li></ol>			
阻碍	阻礙	<span class="tone3">zǔ</span> <span class="tone4">ài</span>	<ol><li>to obstruct</li><li>to hinder</li><li>to block</li><li>obstruction</li><li>hindrance</li></ol>			
组织	組織	<span class="tone3">zǔ</span> <span class="tone1">zhī</span>	<ol><li>to organize</li><li>organization</li><li>(biology) tissue</li><li>(textiles) weave</li></ol>	个|個(<span class="tone4">gè</span>)		
醉		<span class="tone4">zuì</span>	<ol><li>intoxicated</li></ol>			
尊敬		<span class="tone1">zūn</span> <span class="tone4">jìng</span>	<ol><li>to respect; to revere; to esteem</li><li>honorable; distinguished (used on formal occasions before a term of address)</li></ol>			
