#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
一律		<span class="tone1">yī</span> <span class="tone4">lǜ</span>	<ol><li>same</li><li>uniformly</li><li>all</li><li>without exception</li></ol>			
一再		<span class="tone1">yī</span> <span class="tone4">zài</span>	<ol><li>repeatedly</li></ol>			
一致		<span class="tone1">yī</span> <span class="tone4">zhì</span>	<ol><li>consistent; unanimous; in agreement</li><li>together; in unison</li></ol>			
移		<span class="tone2">yí</span>	<ol><li>to move</li><li>to shift</li><li>to change</li><li>to alter</li><li>to remove</li></ol>			
移动	移動	<span class="tone2">yí</span> <span class="tone4">dòng</span>	<ol><li>to move</li><li>movement</li><li>migration</li><li>mobile</li><li>portable</li></ol>			
移民		<span class="tone2">yí</span> <span class="tone2">mín</span>	<ol><li>to immigrate</li><li>to migrate</li><li>emigrant</li><li>immigrant</li></ol>			
遗产	遺產	<span class="tone2">yí</span> <span class="tone3">chǎn</span>	<ol><li>heritage</li><li>legacy</li><li>inheritance</li><li>bequest</li></ol>	笔|筆(<span class="tone3">bǐ</span>)		
遗传	遺傳	<span class="tone2">yí</span> <span class="tone2">chuán</span>	<ol><li>heredity</li><li>to inherit (a trait)</li><li>to pass on (to one's offspring)</li></ol>			
疑问	疑問	<span class="tone2">yí</span> <span class="tone4">wèn</span>	<ol><li>question</li><li>interrogation</li><li>doubt</li></ol>			
以及		<span class="tone3">yǐ</span> <span class="tone2">jí</span>	<ol><li>as well as</li><li>too</li><li>and</li></ol>			
以内	以內	<span class="tone3">yǐ</span> <span class="tone4">nèi</span>	<ol><li>within</li><li>less than</li></ol>			
一般来说	一般來說	<span class="tone1">yī</span> <span class="tone1">bān</span> <span class="tone2">lái</span> <span class="tone1">shuō</span>	<ol><li>generally speaking</li></ol>			
义务	義務	<span class="tone4">yì</span> <span class="tone4">wù</span>	<ol><li>duty; obligation (CL:項｜项)</li><li>volunteer (work etc)</li></ol>			
议论	議論	<span class="tone4">yì</span> <span class="tone4">lùn</span>	<ol><li>to comment</li><li>to talk about</li><li>to discuss</li><li>discussion</li></ol>	个|個(<span class="tone4">gè</span>)		
引		<span class="tone3">yǐn</span>	<ol><li>to draw (e.g. a bow)</li><li>to pull</li><li>to stretch sth</li><li>to extend</li><li>to lengthen</li><li>to involve or implicate in</li><li>to attract</li><li>to lead</li><li>to guide</li><li>to leave</li><li>to provide evidence or justification for</li><li>old unit of distance equal to 10 丈, one-thirtieth of a km or 33.33 meters</li></ol>			
引导	引導	<span class="tone3">yǐn</span> <span class="tone3">dǎo</span>	<ol><li>to guide</li><li>to lead (around)</li><li>to conduct</li><li>to boot</li><li>introduction</li><li>primer</li></ol>			
引进	引進	<span class="tone3">yǐn</span> <span class="tone4">jìn</span>	<ol><li>to recommend</li><li>to introduce (from outside)</li></ol>			
引起		<span class="tone3">yǐn</span> <span class="tone3">qǐ</span>	<ol><li>to give rise to; to lead to; to cause; to arouse</li></ol>			
应	應	<span class="tone1">yīng</span>	<ol><li>to agree (to do sth)</li><li>should</li><li>ought to</li><li>must</li><li>(legal) shall</li></ol>			
应	應	<span class="tone4">yìng</span>	<ol><li>to answer</li><li>to respond</li><li>to comply with</li><li>to deal or cope with</li></ol>			
应	應	<span class="tone1">Yīng</span>	<ol><li>surname Ying</li></ol>		<span class="tone4">Yìng</span>	
英勇		<span class="tone1">yīng</span> <span class="tone3">yǒng</span>	<ol><li>heroic</li><li>gallant</li><li>valiant</li></ol>			
营业	營業	<span class="tone2">yíng</span> <span class="tone4">yè</span>	<ol><li>to do business</li><li>to trade</li></ol>			
赢得	贏得	<span class="tone2">yíng</span> <span class="tone2">dé</span>	<ol><li>to win</li><li>to gain</li></ol>			
影子		<span class="tone3">yǐng</span> <span class="tone5">zi</span>	<ol><li>shadow</li><li>reflection</li><li>(fig.) hint</li><li>indication</li><li>influence</li></ol>	个|個(<span class="tone4">gè</span>)		
勇敢		<span class="tone3">yǒng</span> <span class="tone3">gǎn</span>	<ol><li>brave; courageous</li></ol>			
勇气	勇氣	<span class="tone3">yǒng</span> <span class="tone4">qì</span>	<ol><li>courage</li><li>valor</li></ol>			
用途		<span class="tone4">yòng</span> <span class="tone2">tú</span>	<ol><li>use; application</li></ol>			
优良	優良	<span class="tone1">yōu</span> <span class="tone2">liáng</span>	<ol><li>fine</li><li>good</li><li>first-rate</li></ol>			
优美	優美	<span class="tone1">yōu</span> <span class="tone3">měi</span>	<ol><li>graceful</li><li>fine</li><li>elegant</li></ol>			
优秀	優秀	<span class="tone1">yōu</span> <span class="tone4">xiù</span>	<ol><li>outstanding; excellent</li></ol>			
邮局	郵局	<span class="tone2">yóu</span> <span class="tone2">jú</span>	<ol><li>post office</li></ol>	家(<span class="tone1">jiā</span>), 个|個(<span class="tone4">gè</span>)		
有趣		<span class="tone3">yǒu</span> <span class="tone4">qù</span>	<ol><li>interesting</li><li>fascinating</li><li>amusing</li></ol>			
有限		<span class="tone3">yǒu</span> <span class="tone4">xiàn</span>	<ol><li>limited</li><li>finite</li></ol>			
幼儿园	幼兒園	<span class="tone4">yòu</span> <span class="tone2">ér</span> <span class="tone2">yuán</span>	<ol><li>kindergarten</li><li>nursery school</li></ol>			
于是	於是	<span class="tone2">yú</span> <span class="tone4">shì</span>	<ol><li>thereupon; as a result; consequently; thus; hence</li></ol>			
语法	語法	<span class="tone3">yǔ</span> <span class="tone3">fǎ</span>	<ol><li>grammar</li></ol>			
语音	語音	<span class="tone3">yǔ</span> <span class="tone1">yīn</span>	<ol><li>speech sounds</li><li>pronunciation</li><li>colloquial (rather than literary) pronunciation of a Chinese character</li><li>phonetic</li><li>audio</li><li>voice</li><li>(Internet) to voice chat</li><li>voice message</li></ol>			
玉		<span class="tone4">yù</span>	<ol><li>jade</li></ol>			
玉米		<span class="tone4">yù</span> <span class="tone3">mǐ</span>	<ol><li>corn</li><li>maize</li></ol>	粒(<span class="tone4">lì</span>)		
预测	預測	<span class="tone4">yù</span> <span class="tone4">cè</span>	<ol><li>to forecast</li><li>to predict</li></ol>			
预订	預訂	<span class="tone4">yù</span> <span class="tone4">dìng</span>	<ol><li>to place an order</li><li>to book ahead</li></ol>			
遇		<span class="tone4">yù</span>	<ol><li>(bound form) to encounter; to happen upon; to meet unplanned</li><li>(bound form) to treat; to receive</li></ol>			<span class="nobr">玉</span>
遇		<span class="tone4">Yù</span>	<ol><li>surname Yu</li></ol>			
遇到		<span class="tone4">yù</span> <span class="tone4">dào</span>	<ol><li>to meet; to run into; to come across</li></ol>			
遇见	遇見	<span class="tone4">yù</span> <span class="tone4">jiàn</span>	<ol><li>to meet</li></ol>			
原料		<span class="tone2">yuán</span> <span class="tone4">liào</span>	<ol><li>raw material</li></ol>			
原则	原則	<span class="tone2">yuán</span> <span class="tone2">zé</span>	<ol><li>principle</li><li>doctrine</li></ol>	个|個(<span class="tone4">gè</span>)		
圆	圓	<span class="tone2">yuán</span>	<ol><li>circle</li><li>round</li><li>circular</li><li>spherical</li><li>(of the moon) full</li><li>unit of Chinese currency (yuan)</li><li>tactful</li><li>to make consistent and whole (the narrative of a dream or a lie)</li></ol>			<span class="nobr">员</span>
圆满	圓滿	<span class="tone2">yuán</span> <span class="tone3">mǎn</span>	<ol><li>satisfactory; consummate; perfect</li></ol>			
约会	約會	<span class="tone1">yuē</span> <span class="tone4">huì</span>	<ol><li>appointment</li><li>engagement</li><li>date</li><li>to arrange to meet</li></ol>	次(<span class="tone4">cì</span>), 个|個(<span class="tone4">gè</span>)		
月底		<span class="tone4">yuè</span> <span class="tone3">dǐ</span>	<ol><li>end of the month</li></ol>			
阅读	閱讀	<span class="tone4">yuè</span> <span class="tone2">dú</span>	<ol><li>to read</li><li>reading</li></ol>			
运动会	運動會	<span class="tone4">yùn</span> <span class="tone4">dòng</span> <span class="tone4">huì</span>	<ol><li>sports competition</li></ol>	个|個(<span class="tone4">gè</span>)		
运动员	運動員	<span class="tone4">yùn</span> <span class="tone4">dòng</span> <span class="tone2">yuán</span>	<ol><li>athlete</li></ol>	名(<span class="tone2">míng</span>), 个|個(<span class="tone4">gè</span>)		
运气	運氣	<span class="tone4">yùn</span> <span class="tone5">qi</span>	<ol><li>luck (good or bad)</li></ol>			
运用	運用	<span class="tone4">yùn</span> <span class="tone4">yòng</span>	<ol><li>to use</li><li>to put to use</li></ol>			
再三		<span class="tone4">zài</span> <span class="tone1">sān</span>	<ol><li>over and over again</li><li>again and again</li></ol>			
在乎		<span class="tone4">zài</span> <span class="tone5">hu</span>	<ol><li>to rest with; to lie in; to be due to (a certain attribute)</li><li>(often used in the negative) to care about</li></ol>			
在于	在於	<span class="tone4">zài</span> <span class="tone2">yú</span>	<ol><li>to rest with; to lie in; to be due to (a certain attribute)</li><li>(of a matter) to be determined by; to be up to (sb)</li></ol>			
赞成	贊成	<span class="tone4">zàn</span> <span class="tone2">chéng</span>	<ol><li>to approve</li><li>to endorse</li><li>(literary) to assist</li></ol>			
赞赏	讚賞	<span class="tone4">zàn</span> <span class="tone3">shǎng</span>	<ol><li>to admire</li><li>to praise</li><li>to appreciate</li></ol>			
赞助	贊助	<span class="tone4">zàn</span> <span class="tone4">zhù</span>	<ol><li>to support</li><li>to assist</li><li>to sponsor</li></ol>			
造型		<span class="tone4">zào</span> <span class="tone2">xíng</span>	<ol><li>to model; to shape</li><li>appearance; style; design; form; pose</li></ol>			
战斗	戰鬥	<span class="tone4">zhàn</span> <span class="tone4">dòu</span>	<ol><li>to fight</li><li>to engage in combat</li><li>struggle</li><li>battle</li></ol>	场|場(<span class="tone2">cháng</span>), 次(<span class="tone4">cì</span>)		
战胜	戰勝	<span class="tone4">zhàn</span> <span class="tone4">shèng</span>	<ol><li>to prevail over</li><li>to defeat</li><li>to surmount</li></ol>			
战士	戰士	<span class="tone4">zhàn</span> <span class="tone4">shì</span>	<ol><li>fighter</li><li>soldier</li><li>warrior</li></ol>	个|個(<span class="tone4">gè</span>)		
战争	戰爭	<span class="tone4">zhàn</span> <span class="tone1">zhēng</span>	<ol><li>war; conflict</li></ol>	场|場(<span class="tone2">cháng</span>), 次(<span class="tone4">cì</span>)		
丈夫		<span class="tone4">zhàng</span> <span class="tone5">fu</span>	<ol><li>husband</li></ol>	个|個(<span class="tone4">gè</span>)		
招呼		<span class="tone1">zhāo</span> <span class="tone5">hu</span>	<ol><li>to call out to</li><li>to greet</li><li>to say hello to</li><li>to inform</li><li>to take care of</li><li>to take care that one does not</li></ol>			
着	著	<span class="tone5">zhe</span>	<ol><li>aspect particle indicating action in progress or ongoing state</li></ol>			
着	著	<span class="tone2">zháo</span>	<ol><li>to touch</li><li>to come in contact with</li><li>to feel</li><li>to be affected by</li><li>to catch fire</li><li>to burn</li><li>(coll.) to fall asleep</li><li>(after a verb) hitting the mark</li><li>succeeding in</li></ol>			
着	著	<span class="tone1">zhāo</span>	<ol><li>(chess) move</li><li>trick</li><li>all right!</li><li>(dialect) to add</li></ol>			<span class="nobr">朝</span>
着	著	<span class="tone2">zhuó</span>	<ol><li>to wear (clothes)</li><li>to contact</li><li>to use</li><li>to apply</li></ol>			
着火	著火	<span class="tone2">zháo</span> <span class="tone3">huǒ</span>	<ol><li>to catch fire</li></ol>			
着急	著急	<span class="tone2">zháo</span> <span class="tone2">jí</span>	<ol><li>to worry; to feel anxious</li><li>to feel a sense of urgency; to be in a hurry</li></ol>		<span class="tone1">zhāo</span> <span class="tone2">jí</span>	
召开	召開	<span class="tone4">zhào</span> <span class="tone1">kāi</span>	<ol><li>to convene (a conference or meeting)</li><li>to convoke</li><li>to call together</li></ol>			
折		<span class="tone2">zhé</span>	<ol><li>to break</li><li>to fracture</li><li>to snap</li><li>to suffer loss</li><li>to bend</li><li>to twist</li><li>to turn</li><li>to change direction</li><li>convinced</li><li>to convert into (currency)</li><li>discount</li><li>rebate</li><li>tenth (in price)</li><li>classifier for theatrical scenes</li><li>to fold</li><li>accounts book</li></ol>			
折	摺	<span class="tone2">zhé</span>	<ol><li>to fold</li></ol>			
折		<span class="tone2">shé</span>	<ol><li>to snap</li><li>to break (a stick, a bone etc)</li><li>(bound form) to sustain a loss (in business)</li></ol>			
折		<span class="tone1">zhē</span>	<ol><li>to turn sth over</li><li>to turn upside down</li><li>to tip sth out (of a container)</li></ol>			
针	針	<span class="tone1">zhēn</span>	<ol><li>needle</li><li>pin</li><li>injection</li><li>stitch</li></ol>	根(<span class="tone1">gēn</span>), 支(<span class="tone1">zhī</span>)		
针对	針對	<span class="tone1">zhēn</span> <span class="tone4">duì</span>	<ol><li>to target; to focus on; to be aimed at or against; in response to</li></ol>			
阵	陣	<span class="tone4">zhèn</span>	<ol><li>disposition of troops</li><li>wave</li><li>spate</li><li>burst</li><li>spell</li><li>short period of time</li><li>classifier for events or states of short duration</li></ol>			
争论	爭論	<span class="tone1">zhēng</span> <span class="tone4">lùn</span>	<ol><li>to argue</li><li>to debate</li><li>to contend</li><li>argument</li><li>contention</li><li>controversy</li><li>debate</li></ol>	次(<span class="tone4">cì</span>), 场|場(<span class="tone3">chǎng</span>)		
征服		<span class="tone1">zhēng</span> <span class="tone2">fú</span>	<ol><li>to conquer</li><li>to subdue</li><li>to vanquish</li></ol>			
征求	徵求	<span class="tone1">zhēng</span> <span class="tone2">qiú</span>	<ol><li>to solicit</li><li>to seek</li><li>to request (opinions, feedback etc)</li><li>to petition</li></ol>			
政府		<span class="tone4">zhèng</span> <span class="tone3">fǔ</span>	<ol><li>government</li></ol>	个|個(<span class="tone4">gè</span>)		
政治		<span class="tone4">zhèng</span> <span class="tone4">zhì</span>	<ol><li>politics</li><li>political</li></ol>			
之后	之後	<span class="tone1">zhī</span> <span class="tone4">hòu</span>	<ol><li>after; behind</li><li>(at the beginning of a sentence) afterwards; since then</li></ol>			
之间	之間	<span class="tone1">zhī</span> <span class="tone1">jiān</span>	<ol><li>(after a noun) between; among; amid</li><li>(used after certain bisyllabic words to form expressions indicating a short period of time, e.g. 彈指之間｜弹指之间)</li></ol>			
之前		<span class="tone1">zhī</span> <span class="tone2">qián</span>	<ol><li>before</li><li>prior to</li><li>ago</li><li>previously</li><li>beforehand</li></ol>			
之一		<span class="tone1">zhī</span> <span class="tone1">yī</span>	<ol><li>one of (sth)</li><li>one out of a multitude</li><li>one (third, quarter, percent etc)</li></ol>			
植物		<span class="tone2">zhí</span> <span class="tone4">wù</span>	<ol><li>plant</li><li>vegetation</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
指挥	指揮	<span class="tone3">zhǐ</span> <span class="tone1">huī</span>	<ol><li>to conduct</li><li>to command</li><li>to direct</li><li>conductor (of an orchestra)</li></ol>	个|個(<span class="tone4">gè</span>)		
制订	制訂	<span class="tone4">zhì</span> <span class="tone4">dìng</span>	<ol><li>to work out</li><li>to formulate</li></ol>			<span class="nobr">制定</span>
质量	質量	<span class="tone4">zhì</span> <span class="tone4">liàng</span>	<ol><li>quality</li><li>(physics) mass</li></ol>			
治		<span class="tone4">zhì</span>	<ol><li>to rule</li><li>to govern</li><li>to manage</li><li>to control</li><li>to harness (a river)</li><li>to treat (a disease)</li><li>to wipe out (a pest)</li><li>to punish</li><li>to research</li></ol>			
治疗	治療	<span class="tone4">zhì</span> <span class="tone2">liáo</span>	<ol><li>to treat (an illness)</li><li>medical treatment</li><li>therapy</li></ol>			
智力		<span class="tone4">zhì</span> <span class="tone4">lì</span>	<ol><li>intelligence</li><li>intellect</li></ol>			
智能		<span class="tone4">zhì</span> <span class="tone2">néng</span>	<ol><li>intelligent</li><li>able</li><li>smart (phone, system, bomb etc)</li></ol>			
中介		<span class="tone1">zhōng</span> <span class="tone4">jiè</span>	<ol><li>to act as intermediary</li><li>to link</li><li>intermediate</li><li>inter-</li><li>agency</li><li>agent</li></ol>			
种类	種類	<span class="tone3">zhǒng</span> <span class="tone4">lèi</span>	<ol><li>kind</li><li>genus</li><li>type</li><li>category</li><li>variety</li><li>species</li><li>sort</li><li>class</li></ol>			
中奖	中獎	<span class="tone4">zhòng</span> <span class="tone3">jiǎng</span>	<ol><li>to win a prize (in a lottery etc)</li></ol>			
种植	種植	<span class="tone4">zhòng</span> <span class="tone2">zhí</span>	<ol><li>to plant; to grow (a crop); to cultivate</li></ol>			
重量		<span class="tone4">zhòng</span> <span class="tone4">liàng</span>	<ol><li>weight</li></ol>	个|個(<span class="tone4">gè</span>)		
逐步		<span class="tone2">zhú</span> <span class="tone4">bù</span>	<ol><li>progressively</li><li>step by step</li></ol>			
逐渐	逐漸	<span class="tone2">zhú</span> <span class="tone4">jiàn</span>	<ol><li>gradually</li></ol>			
主题	主題	<span class="tone3">zhǔ</span> <span class="tone2">tí</span>	<ol><li>theme</li><li>subject</li></ol>			
主席		<span class="tone3">zhǔ</span> <span class="tone2">xí</span>	<ol><li>chairperson</li><li>premier</li><li>chairman</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)		
祝福		<span class="tone4">zhù</span> <span class="tone2">fú</span>	<ol><li>blessings</li><li>to wish sb well</li></ol>			
著名		<span class="tone4">zhù</span> <span class="tone2">míng</span>	<ol><li>famous</li><li>noted</li><li>well-known</li><li>celebrated</li></ol>			
著作		<span class="tone4">zhù</span> <span class="tone4">zuò</span>	<ol><li>to write</li><li>literary work</li><li>book</li><li>article</li><li>writings</li></ol>	部(<span class="tone4">bù</span>)		
抓紧	抓緊	<span class="tone1">zhuā</span> <span class="tone3">jǐn</span>	<ol><li>to keep a firm grip on</li><li>to pay close attention to</li><li>to lose no time in (doing sth)</li></ol>			
专心	專心	<span class="tone1">zhuān</span> <span class="tone1">xīn</span>	<ol><li>to focus one's attention; to concentrate on (doing sth)</li></ol>			
转动	轉動	<span class="tone3">zhuǎn</span> <span class="tone4">dòng</span>	<ol><li>to turn sth around</li><li>to swivel</li></ol>			
转动	轉動	<span class="tone4">zhuàn</span> <span class="tone4">dòng</span>	<ol><li>to rotate (about an axis)</li><li>to revolve</li><li>to turn</li><li>to move in a circle</li><li>to gyrate</li></ol>			
转告	轉告	<span class="tone3">zhuǎn</span> <span class="tone4">gào</span>	<ol><li>to pass on</li><li>to communicate</li><li>to transmit</li></ol>			
转身	轉身	<span class="tone3">zhuǎn</span> <span class="tone1">shēn</span>	<ol><li>(of a person) to turn round</li><li>to face about</li><li>(of a widow) to remarry (archaic)</li></ol>			
转弯	轉彎	<span class="tone3">zhuǎn</span> <span class="tone1">wān</span>	<ol><li>to turn</li><li>to go around a corner</li></ol>			
转移	轉移	<span class="tone3">zhuǎn</span> <span class="tone2">yí</span>	<ol><li>to shift; to relocate; to transfer</li><li>(fig.) to shift (attention); to change (the subject etc)</li><li>(medicine) to metastasize</li></ol>			
装修	裝修	<span class="tone1">zhuāng</span> <span class="tone1">xiū</span>	<ol><li>to decorate</li><li>interior decoration</li><li>to fit up</li><li>to renovate</li></ol>			
装置	裝置	<span class="tone1">zhuāng</span> <span class="tone4">zhì</span>	<ol><li>to install</li><li>installation</li><li>equipment</li><li>system</li><li>unit</li><li>device</li></ol>			
追求		<span class="tone1">zhuī</span> <span class="tone2">qiú</span>	<ol><li>to pursue (a goal etc) stubbornly</li><li>to seek after</li><li>to woo</li></ol>			
准时	準時	<span class="tone3">zhǔn</span> <span class="tone2">shí</span>	<ol><li>on time</li><li>punctual</li><li>on schedule</li></ol>			
资料	資料	<span class="tone1">zī</span> <span class="tone4">liào</span>	<ol><li>material</li><li>resources</li><li>data</li><li>information</li><li>profile (Internet)</li></ol>	份(<span class="tone4">fèn</span>), 个|個(<span class="tone4">gè</span>)		
资源	資源	<span class="tone1">zī</span> <span class="tone2">yuán</span>	<ol><li>natural resource (such as water or minerals)</li><li>resource (such as manpower or tourism)</li></ol>			
资源	資源	<span class="tone1">Zī</span> <span class="tone2">yuán</span>	<ol><li>Ziyuan county in Guilin 桂林, Guangxi</li></ol>			
自		<span class="tone4">zì</span>	<ol><li>(bound form) self; oneself</li><li>from; since</li><li>naturally; as a matter of course</li></ol>			
自信		<span class="tone4">zì</span> <span class="tone4">xìn</span>	<ol><li>to have confidence in oneself</li><li>self-confidence</li></ol>			
字母		<span class="tone4">zì</span> <span class="tone3">mǔ</span>	<ol><li>letter (of the alphabet)</li></ol>	个|個(<span class="tone4">gè</span>)		
综合	綜合	<span class="tone1">zōng</span> <span class="tone2">hé</span>	<ol><li>comprehensive</li><li>composite</li><li>synthesized</li><li>mixed</li><li>to sum up</li><li>to integrate</li><li>to synthesize</li></ol>			
总共	總共	<span class="tone3">zǒng</span> <span class="tone4">gòng</span>	<ol><li>altogether; in sum; in all; in total</li></ol>			
总理	總理	<span class="tone3">zǒng</span> <span class="tone3">lǐ</span>	<ol><li>premier</li><li>prime minister</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>), 名(<span class="tone2">míng</span>)		
总统	總統	<span class="tone3">zǒng</span> <span class="tone3">tǒng</span>	<ol><li>president (of a country)</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>), 名(<span class="tone2">míng</span>), 届|屆(<span class="tone4">jiè</span>)		
总之	總之	<span class="tone3">zǒng</span> <span class="tone1">zhī</span>	<ol><li>in a word</li><li>in short</li><li>in brief</li></ol>			
阻止		<span class="tone3">zǔ</span> <span class="tone3">zhǐ</span>	<ol><li>to prevent</li><li>to block</li></ol>			
嘴巴		<span class="tone3">zuǐ</span> <span class="tone5">ba</span>	<ol><li>mouth (CL:張｜张)</li><li>slap in the face (CL:個｜个)</li></ol>			
最初		<span class="tone4">zuì</span> <span class="tone1">chū</span>	<ol><li>first</li><li>primary</li><li>initial</li><li>original</li><li>at first</li><li>initially</li><li>originally</li></ol>			
作出		<span class="tone4">zuò</span> <span class="tone1">chū</span>	<ol><li>to put out</li><li>to come up with</li><li>to make (a choice, decision, proposal, response, comment etc)</li><li>to issue (a permit, statement, explanation, apology, reassurance to the public etc)</li><li>to draw (conclusion)</li><li>to deliver (speech, judgment)</li><li>to devise (explanation)</li><li>to extract</li></ol>			
作为	作為	<span class="tone4">zuò</span> <span class="tone2">wéi</span>	<ol><li>one's conduct</li><li>deed</li><li>activity</li><li>accomplishment</li><li>achievement</li><li>to act as</li><li>as (in the capacity of)</li><li>qua</li><li>to view as</li><li>to look upon (sth as)</li><li>to take sth to be</li></ol>			
做梦	做夢	<span class="tone4">zuò</span> <span class="tone4">mèng</span>	<ol><li>to dream</li><li>to have a dream</li><li>fig. illusion</li><li>fantasy</li><li>pipe dream</li></ol>			
