#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
因此		<span class="tone1">yīn</span> <span class="tone3">cǐ</span>	<ol><li>thus; consequently; as a result</li></ol>			
银	銀	<span class="tone2">yín</span>	<ol><li>silver</li><li>silver-colored</li><li>relating to money or currency</li></ol>			
银牌	銀牌	<span class="tone2">yín</span> <span class="tone2">pái</span>	<ol><li>silver medal</li></ol>	枚(<span class="tone2">méi</span>)		
印象		<span class="tone4">yìn</span> <span class="tone4">xiàng</span>	<ol><li>impression (sth that stays in one's mind)</li><li>a memory</li></ol>			
应当	應當	<span class="tone1">yīng</span> <span class="tone1">dāng</span>	<ol><li>should; ought to</li></ol>			
迎接		<span class="tone2">yíng</span> <span class="tone1">jiē</span>	<ol><li>to welcome; to greet</li></ol>			
营养	營養	<span class="tone2">yíng</span> <span class="tone3">yǎng</span>	<ol><li>nutrition</li><li>nourishment</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
赢	贏	<span class="tone2">yíng</span>	<ol><li>to beat</li><li>to win</li><li>to profit</li></ol>			
影视	影視	<span class="tone3">yǐng</span> <span class="tone4">shì</span>	<ol><li>movies and television</li></ol>			
应用	應用	<span class="tone4">yìng</span> <span class="tone4">yòng</span>	<ol><li>to put to use; to apply</li><li>practical; applied (science, linguistics etc)</li><li>application; practical use</li><li>(computing) app</li></ol>			
优点	優點	<span class="tone1">yōu</span> <span class="tone3">diǎn</span>	<ol><li>merit</li><li>benefit</li><li>strong point</li><li>advantage</li></ol>	个|個(<span class="tone4">gè</span>), 项|項(<span class="tone4">xiàng</span>)		
优势	優勢	<span class="tone1">yōu</span> <span class="tone4">shì</span>	<ol><li>superiority</li><li>dominance</li><li>advantage</li></ol>			
由		<span class="tone2">yóu</span>	<ol><li>to follow</li><li>from</li><li>because of; due to</li><li>by; via; through</li><li>(before a noun and a verb) it is for ... to ...</li></ol>			<span class="nobr">油</span>
由于	由於	<span class="tone2">yóu</span> <span class="tone2">yú</span>	<ol><li>due to</li><li>as a result of</li><li>thanks to</li><li>owing to</li><li>since</li><li>because</li></ol>			
邮件	郵件	<span class="tone2">yóu</span> <span class="tone4">jiàn</span>	<ol><li>mail</li><li>post</li><li>email</li></ol>			
邮票	郵票	<span class="tone2">yóu</span> <span class="tone4">piào</span>	<ol><li>(postage) stamp</li></ol>	枚(<span class="tone2">méi</span>), 张|張(<span class="tone1">zhāng</span>)		
邮箱	郵箱	<span class="tone2">yóu</span> <span class="tone1">xiāng</span>	<ol><li>mailbox</li><li>post office box</li><li>email</li><li>email inbox</li></ol>			
游	遊	<span class="tone2">yóu</span>	<ol><li>to walk</li><li>to tour</li><li>to roam</li><li>to travel</li></ol>			<span class="nobr">油</span> <span class="nobr">由</span>
游		<span class="tone2">yóu</span>	<ol><li>to swim</li></ol>			<span class="nobr">油</span> <span class="nobr">由</span>
游		<span class="tone2">Yóu</span>	<ol><li>surname You</li></ol>			
游戏	遊戲	<span class="tone2">yóu</span> <span class="tone4">xì</span>	<ol><li>game</li><li>to play</li></ol>	场|場(<span class="tone3">chǎng</span>)		
游泳		<span class="tone2">yóu</span> <span class="tone3">yǒng</span>	<ol><li>swimming</li><li>to swim</li></ol>			
有的是		<span class="tone3">yǒu</span> <span class="tone5">de</span> <span class="tone4">shì</span>	<ol><li>have plenty of</li><li>there's no lack of</li></ol>			
有利		<span class="tone3">yǒu</span> <span class="tone4">lì</span>	<ol><li>advantageous; favorable</li></ol>			
有效		<span class="tone3">yǒu</span> <span class="tone4">xiào</span>	<ol><li>effective</li><li>in effect</li><li>valid</li></ol>			
预报	預報	<span class="tone4">yù</span> <span class="tone4">bào</span>	<ol><li>forecast</li></ol>			
预防	預防	<span class="tone4">yù</span> <span class="tone2">fáng</span>	<ol><li>to prevent</li><li>to take precautions against</li><li>to protect</li><li>to guard against</li><li>precautionary</li><li>prophylactic</li></ol>			
预计	預計	<span class="tone4">yù</span> <span class="tone4">jì</span>	<ol><li>to forecast</li><li>to predict</li><li>to estimate</li></ol>			
预习	預習	<span class="tone4">yù</span> <span class="tone2">xí</span>	<ol><li>to prepare a lesson</li></ol>			
员	員	<span class="tone2">yuán</span>	<ol><li>(bound form) person engaged in a certain field of activity</li><li>(bound form) member</li></ol>			
员工	員工	<span class="tone2">yuán</span> <span class="tone1">gōng</span>	<ol><li>staff; personnel; employee</li></ol>			
愿望	願望	<span class="tone4">yuàn</span> <span class="tone4">wàng</span>	<ol><li>desire</li><li>wish</li></ol>			
约	約	<span class="tone1">yuē</span>	<ol><li>to make an appointment</li><li>to invite</li><li>approximately</li><li>pact</li><li>treaty</li><li>to economize</li><li>to restrict</li><li>to reduce (a fraction)</li><li>concise</li></ol>			
约	約	<span class="tone1">yāo</span>	<ol><li>to weigh in a balance or on a scale</li></ol>			
乐队	樂隊	<span class="tone4">yuè</span> <span class="tone4">duì</span>	<ol><li>band</li><li>pop group</li></ol>	支(<span class="tone1">zhī</span>)		
运输	運輸	<span class="tone4">yùn</span> <span class="tone1">shū</span>	<ol><li>to transport</li><li>to carry</li><li>transportation</li></ol>			
杂志	雜誌	<span class="tone2">zá</span> <span class="tone4">zhì</span>	<ol><li>magazine</li></ol>	本(<span class="tone3">běn</span>), 份(<span class="tone4">fèn</span>), 期(<span class="tone1">qī</span>)		
早已		<span class="tone3">zǎo</span> <span class="tone3">yǐ</span>	<ol><li>for a long time; long since</li><li>(dialect) in the past</li></ol>			
造		<span class="tone4">zào</span>	<ol><li>to make</li><li>to build</li><li>to manufacture</li><li>to invent</li><li>to fabricate</li><li>to go to</li><li>party (in a lawsuit or legal agreement)</li><li>crop</li><li>classifier for crops</li></ol>			
造成		<span class="tone4">zào</span> <span class="tone2">chéng</span>	<ol><li>to bring about; to create; to cause</li></ol>			
责任	責任	<span class="tone2">zé</span> <span class="tone4">rèn</span>	<ol><li>responsibility</li><li>blame</li><li>duty</li></ol>	个|個(<span class="tone4">gè</span>)		
增加		<span class="tone1">zēng</span> <span class="tone1">jiā</span>	<ol><li>to raise; to increase</li></ol>			
增长	增長	<span class="tone1">zēng</span> <span class="tone3">zhǎng</span>	<ol><li>to grow</li><li>to increase</li></ol>			
展开	展開	<span class="tone3">zhǎn</span> <span class="tone1">kāi</span>	<ol><li>to unfold; to spread out; to open up</li><li>to launch; to carry out</li></ol>			
张	張	<span class="tone1">zhāng</span>	<ol><li>to open up</li><li>to spread</li><li>sheet of paper</li><li>classifier for flat objects, sheet</li><li>classifier for votes</li></ol>			
张	張	<span class="tone1">Zhāng</span>	<ol><li>surname Zhang</li></ol>			
照		<span class="tone4">zhào</span>	<ol><li>according to</li><li>in accordance with</li><li>to shine</li><li>to illuminate</li><li>to reflect</li><li>to look at (one's reflection)</li><li>to take (a photo)</li><li>photo</li><li>as requested</li><li>as before</li></ol>			
照	炤	<span class="tone4">zhào</span>	<ol><li>to shine</li><li>to illuminate</li></ol>			
者		<span class="tone3">zhě</span>	<ol><li>(after a verb or adjective) one who (is) ...</li><li>(after a noun) person involved in ...</li><li>-er</li><li>-ist</li><li>(used after a number or 後｜后 or 前 to refer to sth mentioned previously)</li><li>(used after a term, to mark a pause before defining the term)</li><li>(old) (used at the end of a command)</li><li>(old) this</li></ol>			
真实	真實	<span class="tone1">zhēn</span> <span class="tone2">shí</span>	<ol><li>true; real</li></ol>			
争	爭	<span class="tone1">zhēng</span>	<ol><li>to strive for</li><li>to vie for</li><li>to argue or debate</li><li>deficient or lacking (dialect)</li><li>how or what (literary)</li></ol>			
争取	爭取	<span class="tone1">zhēng</span> <span class="tone3">qǔ</span>	<ol><li>to fight for</li><li>to strive for</li><li>to win over</li></ol>			
整		<span class="tone3">zhěng</span>	<ol><li>(bound form) whole; complete; entire; (before a measure word) whole; (before or after number + measure word) exactly</li><li>(bound form) in good order; tidy; neat</li><li>(bound form) to put in order; to straighten</li><li>(bound form) to repair; to mend; to renovate</li><li>(coll.) to fix sb; to give sb a hard time; to mess with sb</li><li>(dialect) to tinker with; to do sth to</li></ol>			
整个	整個	<span class="tone3">zhěng</span> <span class="tone4">gè</span>	<ol><li>whole</li><li>entire</li><li>total</li></ol>			
整理		<span class="tone3">zhěng</span> <span class="tone3">lǐ</span>	<ol><li>to arrange</li><li>to tidy up</li><li>to sort out</li><li>to straighten out</li><li>to list systematically</li><li>to collate (data, files)</li><li>to pack (luggage)</li></ol>			
整齐	整齊	<span class="tone3">zhěng</span> <span class="tone2">qí</span>	<ol><li>orderly</li><li>neat</li><li>even</li><li>tidy</li></ol>			
整体	整體	<span class="tone3">zhěng</span> <span class="tone3">tǐ</span>	<ol><li>whole entity</li><li>entire body</li><li>synthesis</li><li>as a whole (situation, construction, team etc)</li><li>global</li><li>macrocosm</li><li>integral</li><li>holistic</li><li>whole</li></ol>			
整天		<span class="tone3">zhěng</span> <span class="tone1">tiān</span>	<ol><li>all day long</li><li>whole day</li></ol>			
整整		<span class="tone3">zhěng</span> <span class="tone3">zhěng</span>	<ol><li>whole</li><li>full</li></ol>			
正		<span class="tone4">zhèng</span>	<ol><li>straight</li><li>upright</li><li>proper</li><li>main</li><li>principal</li><li>to correct</li><li>to rectify</li><li>exactly</li><li>just (at that time)</li><li>right (in that place)</li><li>(math.) positive</li></ol>			
正		<span class="tone1">zhēng</span>	<ol><li>first month of the lunar year</li></ol>			<span class="nobr">争</span>
正式		<span class="tone4">zhèng</span> <span class="tone4">shì</span>	<ol><li>formal; official</li></ol>			<span class="nobr">正是</span>
证	証	<span class="tone4">zhèng</span>	<ol><li>to admonish</li></ol>			<span class="nobr">正</span>
证	證	<span class="tone4">zhèng</span>	<ol><li>certificate</li><li>proof</li><li>to prove</li><li>to demonstrate</li><li>to confirm</li></ol>			<span class="nobr">正</span>
证件	證件	<span class="tone4">zhèng</span> <span class="tone4">jiàn</span>	<ol><li>certificate; papers; credentials; document; ID</li></ol>			
证据	證據	<span class="tone4">zhèng</span> <span class="tone4">jù</span>	<ol><li>evidence</li><li>proof</li><li>testimony</li></ol>			
证明	證明	<span class="tone4">zhèng</span> <span class="tone2">míng</span>	<ol><li>proof</li><li>certificate</li><li>identification</li><li>testimonial</li><li>to prove</li><li>to testify</li><li>to confirm the truth of</li></ol>	个|個(<span class="tone4">gè</span>)		
支		<span class="tone1">zhī</span>	<ol><li>to support</li><li>to sustain</li><li>to erect</li><li>to raise</li><li>branch</li><li>division</li><li>to draw money</li><li>classifier for rods such as pens and guns, for army divisions and for songs or compositions</li></ol>			<span class="nobr">只</span>
支		<span class="tone1">Zhī</span>	<ol><li>surname Zhi</li></ol>			
支持		<span class="tone1">zhī</span> <span class="tone2">chí</span>	<ol><li>to be in favor of</li><li>to support</li><li>to back</li><li>support</li><li>backing</li><li>to stand by</li></ol>	个|個(<span class="tone4">gè</span>)		
支付		<span class="tone1">zhī</span> <span class="tone4">fù</span>	<ol><li>to pay (money)</li></ol>			
直		<span class="tone2">zhí</span>	<ol><li>straight</li><li>to straighten</li><li>fair and reasonable</li><li>frank</li><li>straightforward</li><li>(indicates continuing motion or action)</li><li>vertical</li><li>vertical downward stroke in Chinese characters</li></ol>			
直		<span class="tone2">Zhí</span>	<ol><li>surname Zhi</li><li>Zhi (c. 2000 BC), fifth of the legendary Flame Emperors 炎帝 descended from Shennong 神農｜神农 Farmer God</li></ol>			
直播		<span class="tone2">zhí</span> <span class="tone1">bō</span>	<ol><li>(TV, radio) to broadcast live</li><li>live broadcast</li><li>(Internet) to livestream</li><li>(agriculture) direct seeding</li></ol>			
直到		<span class="tone2">zhí</span> <span class="tone4">dào</span>	<ol><li>until</li></ol>			
值		<span class="tone2">zhí</span>	<ol><li>value</li><li>(to be) worth</li><li>to happen to</li><li>to be on duty</li></ol>			<span class="nobr">直</span>
值得		<span class="tone2">zhí</span> <span class="tone5">de</span>	<ol><li>to be worth</li><li>to deserve</li></ol>			
职工	職工	<span class="tone2">zhígōng</span>	<ol><li>employee; staff member; worker</li></ol>			
职业	職業	<span class="tone2">zhí</span> <span class="tone4">yè</span>	<ol><li>occupation; profession; vocation</li><li>professional</li></ol>			
只好		<span class="tone3">zhǐ</span> <span class="tone3">hǎo</span>	<ol><li>to have no other option but to ...; to have to; to be forced to</li></ol>			
只是		<span class="tone3">zhǐ</span> <span class="tone4">shì</span>	<ol><li>merely; only; just; nothing but</li><li>simply</li><li>but; however</li></ol>			
只有		<span class="tone3">zhǐ</span> <span class="tone3">yǒu</span>	<ol><li>only have ...</li><li>there is only ...</li><li>(used in combination with 才) it is only if one ... (that one can ...) (Example: 只有通過治療才能痊愈｜只有通过治疗才能痊愈 "the only way to cure it is with therapy")</li><li>it is only ... (who ...) (Example: 只有男性才有此需要 "only men would have such a requirement")</li><li>(used to indicate that one has no alternative) one can only (do a certain thing) (Example: 只有屈服 "the only thing you can do is give in")</li></ol>			
指		<span class="tone3">zhǐ</span>	<ol><li>finger</li><li>to point at or to</li><li>to indicate or refer to</li><li>to depend on</li><li>to count on</li><li>(of hair) to stand on end</li></ol>			<span class="nobr">只</span> <span class="nobr">纸</span>
指出		<span class="tone3">zhǐ</span> <span class="tone1">chū</span>	<ol><li>to indicate</li><li>to point out</li></ol>			
指导	指導	<span class="tone3">zhǐ</span> <span class="tone3">dǎo</span>	<ol><li>to guide</li><li>to give directions</li><li>to direct</li><li>to coach</li><li>guidance</li><li>tuition</li></ol>	个|個(<span class="tone4">gè</span>)		
至今		<span class="tone4">zhì</span> <span class="tone1">jīn</span>	<ol><li>so far</li><li>to this day</li><li>until now</li></ol>			
至少		<span class="tone4">zhì</span> <span class="tone3">shǎo</span>	<ol><li>at least</li><li>(to say the) least</li></ol>			
志愿	志願	<span class="tone4">zhì</span> <span class="tone4">yuàn</span>	<ol><li>aspiration</li><li>ambition</li><li>to volunteer</li></ol>			
志愿者	志願者	<span class="tone4">zhì</span> <span class="tone4">yuàn</span> <span class="tone3">zhě</span>	<ol><li>volunteer</li></ol>			
制定		<span class="tone4">zhì</span> <span class="tone4">dìng</span>	<ol><li>to draw up; to formulate</li></ol>			
制度		<span class="tone4">zhì</span> <span class="tone4">dù</span>	<ol><li>system (e.g. political, adminstrative etc)</li><li>institution</li></ol>	个|個(<span class="tone4">gè</span>)		
制造	製造	<span class="tone4">zhì</span> <span class="tone4">zào</span>	<ol><li>to manufacture; to make</li></ol>			
制作	製作	<span class="tone4">zhìzuò</span>	<ol><li>to make; to manufacture</li></ol>			
中部		<span class="tone1">zhōng</span> <span class="tone4">bù</span>	<ol><li>middle part</li><li>central section</li></ol>			
中华民族	中華民族	<span class="tone1">Zhōng</span> <span class="tone2">huá</span> <span class="tone2">mín</span> <span class="tone2">zú</span>	<ol><li>the Chinese nation</li><li>the Chinese people (collective reference to all the ethnic groups in China)</li></ol>			
终于	終於	<span class="tone1">zhōng</span> <span class="tone2">yú</span>	<ol><li>at last</li><li>in the end</li><li>finally</li><li>eventually</li></ol>			
钟	鐘	<span class="tone1">zhōng</span>	<ol><li>a (large) bell (CL:架)</li><li>clock (CL:座)</li><li>amount of time; o'clock (CL:點｜点,分,秒) (as in 三點鐘｜三点钟 "three o'clock" or "three hours" or 五分鐘｜五分钟 "five minutes" etc)</li></ol>			
钟	鍾	<span class="tone1">zhōng</span>	<ol><li>handleless cup; goblet</li><li>(bound form) to concentrate (one's affection etc)</li></ol>			
钟	鍾	<span class="tone1">Zhōng</span>	<ol><li>surname Zhong</li></ol>			
种	種	<span class="tone3">zhǒng</span>	<ol><li>seed</li><li>species</li><li>kind</li><li>type</li><li>classifier for types, kinds, sorts</li></ol>			
种	種	<span class="tone4">zhòng</span>	<ol><li>to plant</li><li>to grow</li><li>to cultivate</li></ol>			<span class="nobr">重</span>
种子	種子	<span class="tone3">zhǒng</span> <span class="tone5">zi</span>	<ol><li>seed</li></ol>	颗|顆(<span class="tone1">kē</span>), 粒(<span class="tone4">lì</span>)		
重大		<span class="tone4">zhòng</span> <span class="tone4">dà</span>	<ol><li>great</li><li>important</li><li>major</li><li>significant</li></ol>			
周围	周圍	<span class="tone1">zhōu</span> <span class="tone2">wéi</span>	<ol><li>environs; surroundings; periphery</li></ol>			
猪	豬	<span class="tone1">zhū</span>	<ol><li>hog</li><li>pig</li><li>swine</li></ol>	口(<span class="tone3">kǒu</span>), 头|頭(<span class="tone2">tóu</span>)		
主持		<span class="tone3">zhǔ</span> <span class="tone2">chí</span>	<ol><li>to take charge of</li><li>to manage or direct</li><li>to preside over</li><li>to uphold</li><li>to stand for (justice etc)</li><li>to host (a TV or radio program etc)</li><li>(TV) anchor</li></ol>			
主动	主動	<span class="tone3">zhǔ</span> <span class="tone4">dòng</span>	<ol><li>to take the initiative</li><li>to do sth of one's own accord</li><li>spontaneous</li><li>active</li><li>opposite: passive 被動｜被动</li><li>drive (of gears and shafts etc)</li></ol>			
主任		<span class="tone3">zhǔ</span> <span class="tone4">rèn</span>	<ol><li>director</li><li>head</li></ol>	个|個(<span class="tone4">gè</span>)		
主意		<span class="tone3">zhǔ</span> <span class="tone5">yi</span>	<ol><li>plan</li><li>idea</li><li>decision</li><li>Beijing pr. [zhu2 yi5]</li></ol>	个|個(<span class="tone4">gè</span>)		
主张	主張	<span class="tone3">zhǔ</span> <span class="tone1">zhāng</span>	<ol><li>to advocate</li><li>to stand for</li><li>view</li><li>position</li><li>stand</li><li>proposition</li><li>viewpoint</li><li>assertion</li></ol>	个|個(<span class="tone4">gè</span>)		
注意		<span class="tone4">zhù</span> <span class="tone4">yì</span>	<ol><li>to take note of; to pay attention to</li></ol>			
祝		<span class="tone4">zhù</span>	<ol><li>to pray for</li><li>to wish (sb bon voyage, happy birthday etc)</li><li>person who invokes the spirits during sacrificial ceremonies</li></ol>			
祝		<span class="tone4">Zhù</span>	<ol><li>surname Zhu</li></ol>			
抓		<span class="tone1">zhuā</span>	<ol><li>to grab</li><li>to catch</li><li>to arrest</li><li>to snatch</li><li>to scratch</li></ol>			
抓住		<span class="tone1">zhuā</span> <span class="tone4">zhù</span>	<ol><li>to grab hold of; to capture</li></ol>			
专家	專家	<span class="tone1">zhuān</span> <span class="tone1">jiā</span>	<ol><li>expert; specialist</li></ol>			
专门	專門	<span class="tone1">zhuān</span> <span class="tone2">mén</span>	<ol><li>specialist</li><li>specialized</li><li>customized</li></ol>			
专题	專題	<span class="tone1">zhuān</span> <span class="tone2">tí</span>	<ol><li>specific topic (addressed by a book, lecture, TV program etc)</li><li>article, report or program etc on a specific topic</li></ol>			
专业	專業	<span class="tone1">zhuān</span> <span class="tone4">yè</span>	<ol><li>specialty</li><li>specialized field</li><li>main field of study (at university)</li><li>major</li><li>professional</li></ol>	门|門(<span class="tone2">mén</span>), 个|個(<span class="tone4">gè</span>)		
转	轉	<span class="tone3">zhuǎn</span>	<ol><li>to turn</li><li>to change direction</li><li>to transfer</li><li>to forward (mail)</li><li>(Internet) to share (sb else's content)</li></ol>			
转	轉	<span class="tone4">zhuàn</span>	<ol><li>to revolve</li><li>to turn</li><li>to circle about</li><li>to walk about</li><li>classifier for revolutions (per minute etc): revs, rpm</li><li>classifier for repeated actions</li></ol>			<span class="nobr">传</span>
转	轉	<span class="tone3">zhuǎi</span>	<ol><li>see 轉文｜转文</li></ol>			
转变	轉變	<span class="tone3">zhuǎn</span> <span class="tone4">biàn</span>	<ol><li>to change</li><li>to transform</li><li>shift</li><li>transformation</li></ol>	个|個(<span class="tone4">gè</span>)		
状况	狀況	<span class="tone4">zhuàng</span> <span class="tone4">kuàng</span>	<ol><li>condition; state; situation</li></ol>	个|個(<span class="tone4">gè</span>)		
状态	狀態	<span class="tone4">zhuàng</span> <span class="tone4">tài</span>	<ol><li>condition; state; state of affairs</li></ol>	个|個(<span class="tone4">gè</span>)		
追		<span class="tone1">zhuī</span>	<ol><li>to chase</li><li>to pursue</li><li>to look into</li><li>to investigate</li><li>to reminisce</li><li>to recall</li><li>to court (one's beloved)</li><li>to binge-watch (a TV drama)</li><li>retroactively</li><li>posthumously</li></ol>			
追		<span class="tone1">duī</span>	<ol><li>to sculpt</li><li>to carve</li><li>musical instrument (old)</li></ol>			
准		<span class="tone3">zhǔn</span>	<ol><li>to allow</li><li>to grant</li><li>in accordance with</li><li>in the light of</li></ol>			
准	準	<span class="tone3">zhǔn</span>	<ol><li>accurate</li><li>standard</li><li>definitely</li><li>certainly</li><li>about to become (bride, son-in-law etc)</li><li>quasi-</li><li>para-</li></ol>			
资格	資格	<span class="tone1">zī</span> <span class="tone2">gé</span>	<ol><li>qualifications</li><li>seniority</li></ol>			
资金	資金	<span class="tone1">zī</span> <span class="tone1">jīn</span>	<ol><li>funds; capital</li></ol>			
子女		<span class="tone3">zǐ</span> <span class="tone3">nǚ</span>	<ol><li>children; sons and daughters</li></ol>			
自从	自從	<span class="tone4">zì</span> <span class="tone2">cóng</span>	<ol><li>since (a time)</li><li>ever since</li></ol>			
自动	自動	<span class="tone4">zì</span> <span class="tone4">dòng</span>	<ol><li>automatic</li><li>voluntarily</li></ol>			
自觉	自覺	<span class="tone4">zì</span> <span class="tone2">jué</span>	<ol><li>conscious</li><li>aware</li><li>on one's own initiative</li><li>conscientious</li></ol>			
自然		<span class="tone4">zì</span> <span class="tone2">rán</span>	<ol><li>nature</li><li>natural</li><li>naturally</li></ol>			
自身		<span class="tone4">zì</span> <span class="tone1">shēn</span>	<ol><li>itself</li><li>oneself</li><li>one's own</li></ol>			
自主		<span class="tone4">zì</span> <span class="tone3">zhǔ</span>	<ol><li>independent</li><li>to act for oneself</li><li>autonomous</li></ol>			
总	總	<span class="tone3">zǒng</span>	<ol><li>general; overall</li><li>to sum up</li><li>in every case; always; invariably</li><li>anyway; after all; eventually; sooner or later</li><li>surely</li><li>(after a person's name) abbr. for 總經理｜总经理 or 總編｜总编 etc</li></ol>			
总结	總結	<span class="tone3">zǒng</span> <span class="tone2">jié</span>	<ol><li>to sum up</li><li>to conclude</li><li>summary</li><li>résumé</li></ol>	个|個(<span class="tone4">gè</span>)		
总是	總是	<span class="tone3">zǒng</span> <span class="tone4">shì</span>	<ol><li>always</li></ol>			
足够	足夠	<span class="tone2">zú</span> <span class="tone4">gòu</span>	<ol><li>enough; sufficient</li></ol>			
足球		<span class="tone2">zú</span> <span class="tone2">qiú</span>	<ol><li>soccer ball</li><li>a football</li><li>soccer</li><li>football</li></ol>	个|個(<span class="tone4">gè</span>)		
组合	組合	<span class="tone3">zǔ</span> <span class="tone2">hé</span>	<ol><li>to assemble; to combine; to compose</li><li>combination; association; set; compilation</li><li>(math.) combinatorial</li></ol>			
左右		<span class="tone3">zuǒ</span> <span class="tone4">yòu</span>	<ol><li>left and right</li><li>nearby</li><li>approximately</li><li>attendant</li><li>to control</li><li>to influence</li></ol>			
作品		<span class="tone4">zuò</span> <span class="tone3">pǐn</span>	<ol><li>work (of art)</li><li>opus</li></ol>	部(<span class="tone4">bù</span>), 篇(<span class="tone1">piān</span>)		
作者		<span class="tone4">zuò</span> <span class="tone3">zhě</span>	<ol><li>author; writer</li></ol>			
做客		<span class="tone4">zuò</span> <span class="tone4">kè</span>	<ol><li>to be a guest or visitor</li></ol>			
