#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
喘		<span class="tone3">chuǎn</span>	<ol><li>to gasp</li><li>to pant</li><li>asthma</li></ol>			
船舶		<span class="tone2">chuán</span> <span class="tone2">bó</span>	<ol><li>shipping</li><li>boats</li></ol>			
传承	傳承	<span class="tone2">chuán</span> <span class="tone2">chéng</span>	<ol><li>to pass on (to future generations)</li><li>passed on (from former times)</li><li>a continued tradition</li><li>an inheritance</li></ol>			
穿过	穿過	<span class="tone1">chuān</span> <span class="tone4">guò</span>	<ol><li>to pass through</li></ol>			
船桨	船槳	<span class="tone2">chuán</span> <span class="tone3">jiǎng</span>	<ol><li>oar</li></ol>			
川流不息		<span class="tone1">chuān</span> <span class="tone2">liú</span> <span class="tone4">bù</span> <span class="tone1">xī</span>	<ol><li>the stream flows without stopping (idiom); unending flow</li></ol>			
串门	串門	<span class="tone4">chuàn</span> <span class="tone2">mén</span>	<ol><li>to call on sb</li><li>to drop in</li><li>to visit sb's home</li></ol>			
传奇	傳奇	<span class="tone2">chuán</span> <span class="tone2">qí</span>	<ol><li>legendary</li><li>fantasy saga</li><li>romance</li><li>short stories of the Tang and Song Dynasty</li></ol>			
传染	傳染	<span class="tone2">chuán</span> <span class="tone3">rǎn</span>	<ol><li>to infect</li><li>contagious</li></ol>			
传染病	傳染病	<span class="tone2">chuán</span> <span class="tone3">rǎn</span> <span class="tone4">bìng</span>	<ol><li>infectious disease</li><li>contagious disease</li><li>pestilence</li></ol>			
传人	傳人	<span class="tone2">chuán</span> <span class="tone2">rén</span>	<ol><li>to teach</li><li>to impart</li><li>a disciple</li><li>descendant</li></ol>			
传授	傳授	<span class="tone2">chuán</span> <span class="tone4">shòu</span>	<ol><li>to impart; to pass on; to teach</li></ol>			
传闻	傳聞	<span class="tone2">chuán</span> <span class="tone2">wén</span>	<ol><li>rumor</li></ol>			
喘息		<span class="tone3">chuǎn</span> <span class="tone1">xī</span>	<ol><li>to gasp for breath</li><li>to take a breather</li></ol>			
穿小鞋		<span class="tone1">chuān</span> <span class="tone3">xiǎo</span> <span class="tone2">xié</span>	<ol><li>lit. to make sb wear tight shoes (idiom)</li><li>to make life difficult for sb</li></ol>			
穿越		<span class="tone1">chuān</span> <span class="tone4">yuè</span>	<ol><li>to pass through</li><li>to traverse</li><li>to cross</li></ol>			
穿着	穿著	<span class="tone1">chuān</span> <span class="tone2">zhuó</span>	<ol><li>attire; clothes; dress</li></ol>			
创	創	<span class="tone4">chuàng</span>	<ol><li>to initiate; to create; to achieve (sth for the first time)</li></ol>			
创	創	<span class="tone1">chuāng</span>	<ol><li>(bound form) a wound; to wound</li></ol>			
创伤	創傷	<span class="tone1">chuāng</span> <span class="tone1">shāng</span>	<ol><li>wound; injury; trauma</li></ol>			
创始人	創始人	<span class="tone4">chuàng</span> <span class="tone3">shǐ</span> <span class="tone2">rén</span>	<ol><li>creator; founder; initiator</li></ol>			
床位		<span class="tone2">chuáng</span> <span class="tone4">wèi</span>	<ol><li>bed (in hospital, hotel, train etc)</li><li>berth</li><li>bunk</li></ol>			
垂		<span class="tone2">chuí</span>	<ol><li>to hang (down)</li><li>droop</li><li>dangle</li><li>bend down</li><li>hand down</li><li>bequeath</li><li>nearly</li><li>almost</li><li>to approach</li></ol>			
捶		<span class="tone2">chuí</span>	<ol><li>to beat (with a stick or one's fist); to thump; to pound</li></ol>			<span class="nobr">垂</span>
吹了		<span class="tone1">chuī</span> <span class="tone5">le</span>	<ol><li>failed; busted; to have not succeeded</li><li>to have died</li><li>to have parted company; to have chilled (of a relationship)</li></ol>			
吹牛		<span class="tone1">chuī</span> <span class="tone2">niú</span>	<ol><li>to talk big</li><li>to shoot off one's mouth</li><li>to chat (dialect)</li></ol>			
吹捧		<span class="tone1">chuī</span> <span class="tone3">pěng</span>	<ol><li>to flatter</li><li>to laud sb's accomplishments</li><li>adulation</li></ol>			
垂头丧气	垂頭喪氣	<span class="tone2">chuí</span> <span class="tone2">tóu</span> <span class="tone4">sàng</span> <span class="tone4">qì</span>	<ol><li>hanging one's head dispiritedly (idiom); dejected</li><li>crestfallen</li></ol>			
锤子	錘子	<span class="tone2">chuí</span> <span class="tone5">zi</span>	<ol><li>hammer</li></ol>	把(<span class="tone3">bǎ</span>)		
蠢		<span class="tone3">chǔn</span>	<ol><li>stupid</li><li>sluggish</li><li>clumsy</li><li>to wiggle (of worms)</li><li>to move in a disorderly fashion</li></ol>			
蠢	惷	<span class="tone3">chǔn</span>	<ol><li>stupid</li></ol>			
纯粹	純粹	<span class="tone2">chún</span> <span class="tone4">cuì</span>	<ol><li>pure</li><li>unadulterated</li><li>purely</li><li>completely</li></ol>			
醇厚		<span class="tone2">chún</span> <span class="tone4">hòu</span>	<ol><li>mellow and rich</li><li>simple and kind</li></ol>			
纯洁	純潔	<span class="tone2">chún</span> <span class="tone2">jié</span>	<ol><li>pure</li><li>clean and honest</li><li>to purify</li></ol>			
戳		<span class="tone1">chuō</span>	<ol><li>to jab</li><li>to poke</li><li>to stab</li><li>(coll.) to sprain</li><li>to blunt</li><li>to fuck (vulgar)</li><li>to stand</li><li>to stand (sth) upright</li><li>stamp</li><li>seal</li></ol>			
绰号	綽號	<span class="tone4">chuò</span> <span class="tone4">hào</span>	<ol><li>nickname</li></ol>			
瓷		<span class="tone2">cí</span>	<ol><li>chinaware</li><li>porcelain</li><li>china</li></ol>			<span class="nobr">词</span>
辞	辤	<span class="tone2">cí</span>	<ol><li>old variant of 辭｜辞</li></ol>			<span class="nobr">瓷</span> <span class="nobr">词</span>
辞	辭	<span class="tone2">cí</span>	<ol><li>to resign</li><li>to dismiss</li><li>to decline</li><li>(literary) to take leave</li><li>(archaic poetic genre) ballad</li></ol>			<span class="nobr">瓷</span> <span class="nobr">词</span>
赐	賜	<span class="tone4">cì</span>	<ol><li>(bound form) to confer; to bestow; to grant</li><li>(literary) gift; favor</li></ol>		<span class="tone4">sì</span>	<span class="nobr">刺</span> <span class="nobr">次</span>
辞呈	辭呈	<span class="tone2">cí</span> <span class="tone2">chéng</span>	<ol><li>(written) resignation</li></ol>			
磁带	磁帶	<span class="tone2">cí</span> <span class="tone4">dài</span>	<ol><li>magnetic tape</li></ol>	盘|盤(<span class="tone2">pán</span>), 盒(<span class="tone2">hé</span>)		
刺耳		<span class="tone4">cì</span> <span class="tone3">ěr</span>	<ol><li>ear-piercing</li></ol>			
刺骨		<span class="tone4">cì</span> <span class="tone3">gǔ</span>	<ol><li>piercing</li><li>cutting</li><li>bone-chilling</li><li>penetrating (cold)</li></ol>			
伺候		<span class="tone4">cì</span> <span class="tone5">hou</span>	<ol><li>to serve; to wait upon</li></ol>			
赐教	賜教	<span class="tone4">cì</span> <span class="tone4">jiào</span>	<ol><li>(honorific) to impart one's wisdom; to enlighten</li></ol>			
磁卡		<span class="tone2">cí</span> <span class="tone3">kǎ</span>	<ol><li>magnetic card</li><li>IC Card (telephone)</li></ol>			
磁盘	磁盤	<span class="tone2">cí</span> <span class="tone2">pán</span>	<ol><li>(computer) disk</li></ol>			
瓷器		<span class="tone2">cí</span> <span class="tone4">qì</span>	<ol><li>chinaware</li><li>porcelain</li></ol>			
此起彼伏		<span class="tone3">cǐ</span> <span class="tone3">qǐ</span> <span class="tone3">bǐ</span> <span class="tone2">fú</span>	<ol><li>up here, down there (idiom); to rise and fall in succession</li><li>no sooner one subsides, the next arises</li><li>repeating continuously</li><li>occurring again and again (of applause, fires, waves, protests, conflicts, uprisings etc)</li></ol>			
辞去	辭去	<span class="tone2">cí</span> <span class="tone4">qù</span>	<ol><li>to resign</li><li>to quit</li></ol>			
次日		<span class="tone4">cì</span> <span class="tone4">rì</span>	<ol><li>next day</li><li>the morrow</li></ol>			
慈善		<span class="tone2">cí</span> <span class="tone4">shàn</span>	<ol><li>benevolent</li><li>charitable</li></ol>			
辞退	辭退	<span class="tone2">cí</span> <span class="tone4">tuì</span>	<ol><li>to dismiss</li><li>to discharge</li><li>to fire</li></ol>			
慈祥		<span class="tone2">cí</span> <span class="tone2">xiáng</span>	<ol><li>kindly</li><li>benevolent (often of older person)</li></ol>			
刺绣	刺繡	<span class="tone4">cì</span> <span class="tone4">xiù</span>	<ol><li>to embroider</li><li>embroidery</li></ol>			
葱	蔥	<span class="tone1">cōng</span>	<ol><li>scallion</li><li>green onion</li></ol>			
匆匆		<span class="tone1">cōng</span> <span class="tone1">cōng</span>	<ol><li>hurriedly</li></ol>			
从今以后	從今以後	<span class="tone2">cóng</span> <span class="tone1">jīn</span> <span class="tone3">yǐ</span> <span class="tone4">hòu</span>	<ol><li>from now on</li><li>henceforward</li></ol>			
从来不	從來不	<span class="tone2">cóng</span> <span class="tone2">lái</span> <span class="tone4">bù</span>	<ol><li>never</li></ol>			
丛林	叢林	<span class="tone2">cóng</span> <span class="tone2">lín</span>	<ol><li>jungle</li><li>thicket</li><li>forest</li><li>Buddhist monastery</li></ol>			
匆忙		<span class="tone1">cōng</span> <span class="tone2">máng</span>	<ol><li>hasty</li><li>hurried</li></ol>			
从容	從容	<span class="tone2">cóng</span> <span class="tone2">róng</span>	<ol><li>to go easy</li><li>unhurried</li><li>calm</li></ol>		<span class="tone1">cōng</span> <span class="tone2">róng</span>	
从容不迫	從容不迫	<span class="tone2">cóng</span> <span class="tone2">róng</span> <span class="tone4">bù</span> <span class="tone4">pò</span>	<ol><li>calm</li><li>unruffled</li></ol>			
从头	從頭	<span class="tone2">cóng</span> <span class="tone2">tóu</span>	<ol><li>anew</li><li>from the start</li></ol>			
从未	從未	<span class="tone2">cóng</span> <span class="tone4">wèi</span>	<ol><li>never</li></ol>			
从业	從業	<span class="tone2">cóng</span> <span class="tone4">yè</span>	<ol><li>to practice (a trade)</li></ol>			
从早到晚	從早到晚	<span class="tone2">cóng</span> <span class="tone3">zǎo</span> <span class="tone4">dào</span> <span class="tone3">wǎn</span>	<ol><li>from morning till night</li><li>from dawn to dusk</li><li>all day long</li></ol>			
凑	湊	<span class="tone4">còu</span>	<ol><li>to gather together, pool or collect</li><li>to happen by chance</li><li>to move close to</li><li>to exploit an opportunity</li></ol>			
凑合	湊合	<span class="tone4">còu</span> <span class="tone5">he</span>	<ol><li>to bring together</li><li>to make do in a bad situation</li><li>to just get by</li><li>to improvise</li><li>passable</li><li>not too bad</li></ol>			
凑巧	湊巧	<span class="tone4">còu</span> <span class="tone3">qiǎo</span>	<ol><li>fortuitously</li><li>luckily</li><li>as chance has it</li></ol>			
粗暴		<span class="tone1">cū</span> <span class="tone4">bào</span>	<ol><li>crude; crass; rude; rough; harsh</li></ol>			
粗糙		<span class="tone1">cū</span> <span class="tone1">cāo</span>	<ol><li>crude</li><li>gruff</li><li>rough</li><li>coarse</li></ol>			
促成		<span class="tone4">cù</span> <span class="tone2">chéng</span>	<ol><li>to facilitate; to help bring about</li></ol>			
粗鲁	粗魯	<span class="tone1">cū</span> <span class="tone3">lǔ</span>	<ol><li>coarse</li><li>crude (in one's manner)</li><li>boorish</li></ol>			
粗略		<span class="tone1">cū</span> <span class="tone4">lüè</span>	<ol><li>rough (not precise or accurate)</li><li>cursory</li></ol>			
粗心大意		<span class="tone1">cū</span> <span class="tone1">xīn</span> <span class="tone4">dà</span> <span class="tone4">yì</span>	<ol><li>negligent</li><li>careless</li><li>inadvertent</li></ol>			
簇拥	簇擁	<span class="tone4">cù</span> <span class="tone1">yōng</span>	<ol><li>to crowd around</li><li>to escort</li></ol>			
窜	竄	<span class="tone4">cuàn</span>	<ol><li>to flee</li><li>to scuttle</li><li>to exile or banish</li><li>to amend or edit</li></ol>			
催		<span class="tone1">cuī</span>	<ol><li>to urge</li><li>to press</li><li>to prompt</li><li>to rush sb</li><li>to hasten sth</li><li>to expedite</li></ol>			
催促		<span class="tone1">cuī</span> <span class="tone4">cù</span>	<ol><li>to urge</li></ol>			
摧毁	摧毀	<span class="tone1">cuī</span> <span class="tone3">huǐ</span>	<ol><li>to destroy; to wreck</li></ol>			
翠绿	翠綠	<span class="tone4">cuì</span> <span class="tone4">lǜ</span>	<ol><li>greenish-blue</li><li>emerald green</li></ol>			
催眠		<span class="tone1">cuī</span> <span class="tone2">mián</span>	<ol><li>hypnosis</li></ol>			
脆弱		<span class="tone4">cuì</span> <span class="tone4">ruò</span>	<ol><li>weak</li><li>frail</li></ol>			
存放		<span class="tone2">cún</span> <span class="tone4">fàng</span>	<ol><li>to deposit</li><li>to store</li><li>to leave in sb's care</li></ol>			
存心		<span class="tone2">cún</span> <span class="tone1">xīn</span>	<ol><li>deliberately</li></ol>			
存折	存摺	<span class="tone2">cún</span> <span class="tone2">zhé</span>	<ol><li>passbook</li><li>bankbook</li></ol>			
搓		<span class="tone1">cuō</span>	<ol><li>to rub or roll between the hands or fingers</li><li>to twist</li></ol>			
错别字	錯別字	<span class="tone4">cuò</span> <span class="tone2">bié</span> <span class="tone4">zì</span>	<ol><li>incorrectly written or mispronounced characters</li></ol>			
错觉	錯覺	<span class="tone4">cuò</span> <span class="tone2">jué</span>	<ol><li>misconception</li><li>illusion</li><li>misperception</li></ol>			
磋商		<span class="tone1">cuō</span> <span class="tone1">shāng</span>	<ol><li>to consult</li><li>to discuss seriously</li><li>to negotiate</li><li>to confer</li><li>negotiations</li><li>consultations</li></ol>			
措手不及		<span class="tone4">cuò</span> <span class="tone3">shǒu</span> <span class="tone4">bù</span> <span class="tone2">jí</span>	<ol><li>no time to deal with it (idiom); caught unprepared</li></ol>			
错位	錯位	<span class="tone4">cuò</span> <span class="tone4">wèi</span>	<ol><li>to be wrongly positioned; to be dislocated; to be misplaced</li><li>(medicine) to be in malposition</li><li>(fig.) erroneous; eccentric</li></ol>			
挫折		<span class="tone4">cuò</span> <span class="tone2">zhé</span>	<ol><li>setback</li><li>reverse</li><li>check</li><li>defeat</li><li>frustration</li><li>disappointment</li><li>to frustrate</li><li>to discourage</li><li>to set sb back</li><li>to blunt</li><li>to subdue</li></ol>			
错综复杂	錯綜複雜	<span class="tone4">cuò</span> <span class="tone1">zōng</span> <span class="tone4">fù</span> <span class="tone2">zá</span>	<ol><li>tangled and complicated (idiom)</li></ol>			
